mode,trades,win_rate,return_pct,max_drawdown_pct,pnl_total,ema_fast,ema_slow,sl_atr_mult,tp_atr_mult,risk_pct,units_baseline
risk,48,33.33333333333333,4.606839018502429,3.005207990930204,460.6839018502433,20,55,1.5,4.0,0.005,1.0
baseline,11,54.54545454545454,0.030332736313076758,0.03819862002428635,3.033273631308475,20,55,1.5,4.0,0.005,1.0
