ym,regime,train_months,BB_PERIOD,BB_K,mode,equity_multiple,max_drawdown_pct,trades,win_rate_pct,avg_trade_ret_pct,bh_month_mult,cum_strat_mult,cum_bh_mult,vol_min,trend_split,min_bars
2024-05,trend,6,16,3.0,MOMO,0.973731849928836,3.997931598966753,9,33.333333333333336,-0.28243151141066347,1.3089687870406954,0.9330032929720868,41.1655329395174,0.004,0.15,900
2024-06,trend,6,16,3.0,MOMO,0.9741157507789922,4.088401778534401,6,33.333333333333336,-0.4286688216799561,0.8826610475617099,0.9088532032127763,36.335212427830506,0.004,0.15,900
2024-07,range,6,20,2.4,MR,0.8944524194401863,14.725671357665682,33,63.63636363636363,-0.3197759301932779,1.1739249333424489,0.812925946529631,42.65481182732464,0.004,0.15,900
2024-08,trend,6,16,3.0,MOMO,0.9402074737662911,6.102101563438356,9,22.22222222222222,-0.6807068797256122,0.7858677350055159,0.7643190505456954,33.52104035782611,0.004,0.15,900
2024-09,trend,6,16,3.0,MOMO,1.0399050798398501,1.3392886846740448,7,85.71428571428571,0.5662283968127291,1.1253044055789243,0.7948192632808398,37.721374394250645,0.004,0.15,900
2024-12,trend,6,16,3.0,MOMO,0.9879021424498677,1.9081029434145913,6,50.0,-0.2009576054129436,0.7935197216749801,0.7852036530555672,29.93265451052349,0.004,0.15,900
2025-01,trend,6,12,3.0,MOMO,1.0464561572432514,0.0,2,100.0,2.3044365332274275,1.2165765576610152,0.821681197429892,36.41536578606913,0.004,0.15,900
2025-02,trend,6,16,3.0,MOMO,0.9786738251770397,2.1326174822960287,2,0.0,-1.070380574702512,0.6365393702478629,0.8041578805647628,23.179814004810016,0.004,0.15,900
2025-03,trend,6,16,3.0,MOMO,1.128099555561835,2.0802686945874727,11,72.72727272727273,1.1473504082698538,0.845026462206541,0.907170147666656,19.58755622309024,0.004,0.15,900
2025-04,trend,6,16,3.0,MOMO,0.936928179501723,7.338372797649628,12,25.0,-0.5226588177617675,1.1860128617363344,0.8499532749516293,23.2310936105686,0.004,0.15,900
2025-05,trend,6,12,3.0,MOMO,0.9725135178210514,2.7486482178948557,1,0.0,-2.7486482178948557,1.0558817574407775,0.8265910494067323,24.52928794879839,0.004,0.15,900
2025-09,trend,6,20,3.0,MOMO,0.9511423833435837,4.88576166564163,4,0.0,-1.2416922042459033,1.0716428357164283,0.7862057807831934,26.286635695555116,0.004,0.15,900
