entry_mode,vol_buy_x,ema_fast,ema_slow,base_k,ratio_max,atr_mult,tp_mult,cooldown,trades,wins,losses,win_rate_pct,equity_multiple
either,0.95,20,200,1.8,1.6,1.5,3.0,1,12,2,10,16.667,0.891644
either,0.95,20,200,1.8,1.6,1.5,3.0,2,11,2,9,18.182,0.904149
either,0.95,20,200,1.8,1.6,2.0,2.0,1,11,3,8,27.273,0.916875
either,0.95,20,200,1.8,1.6,2.0,2.0,2,10,2,8,20.0,0.90129
either,0.95,20,200,1.8,1.6,2.0,3.0,1,11,3,8,27.273,0.905993
either,0.95,20,200,1.8,1.6,2.0,3.0,2,10,2,8,20.0,0.90129
either,0.95,50,100,1.6,1.4,1.5,2.0,1,17,6,11,35.294,0.912916
either,0.95,50,100,1.6,1.4,1.5,2.0,2,16,6,10,37.5,0.911361
either,0.95,50,100,1.6,1.4,1.5,3.0,1,17,6,11,35.294,0.925715
either,0.95,50,100,1.6,1.4,1.5,3.0,2,16,6,10,37.5,0.914603
either,0.95,50,100,1.6,1.4,2.0,2.0,1,16,7,9,43.75,0.926849
either,0.95,50,100,1.6,1.4,2.0,2.0,2,15,6,9,40.0,0.903416
either,0.95,50,100,1.6,1.4,2.0,3.0,1,16,7,9,43.75,0.939844
either,0.95,50,100,1.6,1.4,2.0,3.0,2,15,6,9,40.0,0.906629
either,0.95,50,100,1.6,1.6,1.5,2.0,1,17,6,11,35.294,0.912916
either,0.95,50,100,1.6,1.6,1.5,2.0,2,15,6,9,40.0,0.934558
either,0.95,50,100,1.6,1.6,1.5,3.0,1,17,6,11,35.294,0.925715
either,0.95,50,100,1.6,1.6,1.5,3.0,2,15,6,9,40.0,0.937882
either,0.95,50,100,1.6,1.6,2.0,2.0,1,16,7,9,43.75,0.926849
either,0.95,50,100,1.6,1.6,2.0,2.0,2,14,6,8,42.857,0.924481
either,0.95,50,100,1.6,1.6,2.0,3.0,1,16,7,9,43.75,0.939844
either,0.95,50,100,1.6,1.6,2.0,3.0,2,14,6,8,42.857,0.92777
either,0.95,50,100,1.8,1.4,1.5,2.0,1,17,6,11,35.294,0.918323
either,0.95,50,100,1.8,1.4,1.5,2.0,2,15,6,9,40.0,0.942078
either,0.95,50,100,1.8,1.4,1.5,3.0,1,17,6,11,35.294,0.911189
either,0.95,50,100,1.8,1.4,1.5,3.0,2,15,6,9,40.0,0.934759
either,0.95,50,100,1.8,1.4,2.0,2.0,1,16,7,9,43.75,0.932339
either,0.95,50,100,1.8,1.4,2.0,2.0,2,14,6,8,42.857,0.931921
either,0.95,50,100,1.8,1.4,2.0,3.0,1,16,7,9,43.75,0.92455
either,0.95,50,100,1.8,1.4,2.0,3.0,2,14,6,8,42.857,0.935236
either,0.95,50,100,1.8,1.6,1.5,2.0,1,17,6,11,35.294,0.924905
either,0.95,50,100,1.8,1.6,1.5,2.0,2,15,6,9,40.0,0.94883
either,0.95,50,100,1.8,1.6,1.5,3.0,1,17,6,11,35.294,0.903372
either,0.95,50,100,1.8,1.6,1.5,3.0,2,15,6,9,40.0,0.92674
either,0.95,50,100,1.8,1.6,2.0,2.0,1,16,7,9,43.75,0.939021
either,0.95,50,100,1.8,1.6,2.0,2.0,2,14,6,8,42.857,0.9386
either,0.95,50,100,1.8,1.6,2.0,3.0,1,16,7,9,43.75,0.916619
either,0.95,50,100,1.8,1.6,2.0,3.0,2,14,6,8,42.857,0.927212
either,0.95,50,200,1.6,1.4,1.5,2.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.6,1.4,1.5,2.0,2,12,2,10,16.667,0.885909
either,0.95,50,200,1.6,1.4,1.5,3.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.6,1.4,1.5,3.0,2,12,2,10,16.667,0.885909
either,0.95,50,200,1.6,1.4,2.0,2.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.6,1.4,2.0,2.0,2,11,2,9,18.182,0.877181
either,0.95,50,200,1.6,1.4,2.0,3.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.6,1.4,2.0,3.0,2,11,2,9,18.182,0.877181
either,0.95,50,200,1.6,1.6,1.5,2.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.6,1.6,1.5,2.0,2,11,2,9,18.182,0.903427
either,0.95,50,200,1.6,1.6,1.5,3.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.6,1.6,1.5,3.0,2,11,2,9,18.182,0.903427
either,0.95,50,200,1.6,1.6,2.0,2.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.6,1.6,2.0,2.0,2,10,2,8,20.0,0.892664
either,0.95,50,200,1.6,1.6,2.0,3.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.6,1.6,2.0,3.0,2,10,2,8,20.0,0.892664
either,0.95,50,200,1.8,1.4,1.5,2.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.8,1.4,1.5,2.0,2,11,2,9,18.182,0.903427
either,0.95,50,200,1.8,1.4,1.5,3.0,1,12,2,10,16.667,0.884714
either,0.95,50,200,1.8,1.4,1.5,3.0,2,11,2,9,18.182,0.893231
either,0.95,50,200,1.8,1.4,2.0,2.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.8,1.4,2.0,2.0,2,10,2,8,20.0,0.892664
either,0.95,50,200,1.8,1.4,2.0,3.0,1,11,3,8,27.273,0.897688
either,0.95,50,200,1.8,1.4,2.0,3.0,2,10,2,8,20.0,0.892664
either,0.95,50,200,1.8,1.6,1.5,2.0,1,12,2,10,16.667,0.894813
either,0.95,50,200,1.8,1.6,1.5,2.0,2,11,2,9,18.182,0.903427
either,0.95,50,200,1.8,1.6,1.5,3.0,1,12,2,10,16.667,0.884714
either,0.95,50,200,1.8,1.6,1.5,3.0,2,11,2,9,18.182,0.893231
either,0.95,50,200,1.8,1.6,2.0,2.0,1,11,3,8,27.273,0.90847
either,0.95,50,200,1.8,1.6,2.0,2.0,2,10,2,8,20.0,0.892664
either,0.95,50,200,1.8,1.6,2.0,3.0,1,11,3,8,27.273,0.897688
either,0.95,50,200,1.8,1.6,2.0,3.0,2,10,2,8,20.0,0.892664
