ym,pick,equity_multiple,bh_month_mult,strat_cum,bh_cum
2021-06,BB,1.109661,1.0888296078251003,1.109661,1.0888296078251003
2021-07,BB,0.871664,1.0433893684688778,0.967251545904,1.1360732368788473
2021-08,BH,3.024132730015083,3.024132730015083,2.9250970581259725,3.4356362593395007
2021-09,BH,1.306561922365989,1.306561922365989,3.8218204353721696,4.488871515552914
2021-10,BH,1.4294084427502471,1.4294084427502471,5.462942396996405,6.416430842752432
2021-11,BH,1.0141030005349414,1.0141030005349414,5.5399862765435985,6.506921770360185
2021-12,BH,0.8081293082956977,0.8081293082956977,4.477025277630836,5.258434189415393
2022-01,BH,0.5823236757389523,0.5823236757389523,2.607077816046192,3.0621107258117495
2022-02,EMA,1.0,0.9958041958041959,2.607077816046192,3.049262708780372
2022-03,BB,1.047514,1.2212274942803143,2.7309505113978108,3.7238434572462573
2022-04,BH,0.6806337461798294,0.6806337461798294,1.8587770772044128,2.5345735224927677
2022-05,BH,0.5387241054613937,0.5387241054613937,1.0013680181690912,1.36543585363105
2022-06,EMA,1.0,0.7410008779631254,1.0013680181690912,1.0117891663429377
2022-07,BH,1.2592922985429675,1.2592922985429675,1.261015033287571,1.274138304924871
2022-08,BH,0.7422243166823752,0.7422243166823752,0.93595602140807,0.9456964327317021
2022-09,BH,1.0485651214128036,1.0485651214128036,0.9814108392247974,0.9916242948069725
2022-10,BH,0.983388704318937,0.983388704318937,0.9651083335898342,0.9751521304414082
2022-11,BH,0.4336906584992343,0.4336906584992343,0.4185584687176739,0.4229143695880656
2022-12,EMA,1.0,0.7080965909090909,0.4185584687176739,0.2994642233517766
2023-01,BH,2.404020100502513,2.404020100502513,1.0062229720328404,0.719918012319045
2023-02,EMA,1.0,0.9162829635830891,1.0062229720328404,0.6596486098645414
2023-03,BH,0.96709323583181,0.96709323583181,0.9731114299915404,0.6379417086258545
2023-04,BB,0.984529,1.0706214689265536,0.9580564230581413,0.6829940891785279
2023-05,BH,0.9127192982456139,0.9127192982456139,0.8744365861333298,0.6233818857809282
2023-06,BH,0.9028243178554332,0.9028243178554332,0.7894626143836572,0.5628043257936001
2023-07,BH,1.2555555555555558,1.2555555555555558,0.9912141713928142,0.7066320979408536
2023-08,EMA,1.0,0.8315080033698399,0.9912141713928142,0.5875702448758403
2023-09,BH,1.0803842264914054,1.0803842264914054,1.0708921558475448,0.6348016245195504
2023-10,BH,1.7952314165497896,1.7952314165497896,1.922499241914246,1.13961581961434
2023-11,EMA,1.0,1.5531691985332634,1.922499241914246,1.7700161891862325
2023-12,EMA,1.0,1.72289972899729,1.922499241914246,3.049560412669776
2024-01,EMA,1.0,0.9472450175849941,1.922499241914246,2.888680906725884
2024-02,BB,1.019983,1.289025641025641,1.9609165442654184,3.723583757510863
2024-03,BH,1.588590709353421,1.588590709353421,3.11509380403746,5.9152505626810585
2024-04,EMA,1.0,0.6284453698195518,3.11509380403746,3.7174118274394097
2024-05,BH,1.3089687870406954,1.3089687870406954,4.0775605581889,4.865976050694099
2024-06,BH,0.8826610475617099,0.8826610475617099,3.5991038737873247,4.295007518315846
2024-07,BH,1.1739249333424489,1.1739249333424489,4.225077775128335,5.042016414644246
2024-08,BH,0.7858677350055159,0.7858677350055159,3.3203523013622487,3.9623580196371058
2024-09,BB,1.01305,1.1253044055789243,3.3636828988950263,4.458858935978617
2024-10,BH,1.1060188827694728,1.1060188827694728,3.7202968018266587,4.93158217879775
2024-11,BH,1.4060003550505946,1.4060003550505946,5.230738624261874,6.933806294350821
2024-12,EMA,1.0,0.7935197216749801,5.230738624261874,5.502112040841488
2025-01,BH,1.2165765576610152,1.2165765576610152,6.363593989529025,6.693740526512161
2025-02,BH,0.6365393702478629,0.6365393702478629,4.05067811060789,4.260829379348649
2025-03,EMA,1.0,0.845026462206541,4.05067811060789,3.6005135764966805
2025-04,BH,1.1860128617363344,1.1860128617363344,4.804156337934792,4.270255410581353
2025-05,BH,1.0558817574407775,1.0558817574407775,5.072621037118838,4.508884787645627
2025-06,BH,0.9897071985679582,0.9897071985679582,5.020409556043775,4.462475731846436
2025-07,BH,1.1121012527444143,1.1121012527444143,5.583203756566311,4.962724851727969
2025-08,BH,1.1735595203275813,1.1735595203275813,6.55222192244711,5.824052996511642
2025-09,BH,1.0716428357164283,1.0716428357164283,7.021641681214568,6.2413046685444975
