vol_buy_x,ema_fast,ema_slow,bb_k,atr_mult,tp_mult,symbol,interval,bars,trades,wins,losses,win_rate_pct,equity_multiple
0.95,50,200,1.8,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.0,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.0,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.0,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.2,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.2,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
0.95,50,200,2.2,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,1.8,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,1.8,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,1.8,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.0,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.0,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.0,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.2,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.2,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,20,200,2.2,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,1.8,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,1.8,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,1.8,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.0,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.0,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.0,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.2,2.0,1.5,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.2,2.0,2.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
1.0,50,200,2.2,2.0,3.0,SOLUSDT,15m,5000,5,0,5,0.0,0.914595
