tp_TR,trail_TR,tp_RG,trail_RG,stop_mult,be_lock,time_stop_bars,trades,wins,losses,win_rate_pct,equity_multiple
2.5,1.5,1.0,1.0,0.9,1.0,16,24,12,12,50.0,0.972712
2.5,1.75,1.0,1.0,0.9,1.0,8,24,12,12,50.0,0.972712
2.5,1.75,1.0,1.0,0.9,1.0,12,24,12,12,50.0,0.972712
2.5,1.75,1.0,1.0,0.9,1.0,16,24,12,12,50.0,0.972712
2.5,2.0,1.0,1.0,0.9,1.0,8,24,12,12,50.0,0.972712
2.5,2.0,1.0,1.0,0.9,1.0,12,24,12,12,50.0,0.972712
2.5,2.0,1.0,1.0,0.9,1.0,16,24,12,12,50.0,0.972712
2.5,1.5,1.0,1.5,1.0,0.75,8,25,12,13,48.0,0.972285
2.5,1.75,1.0,1.5,1.0,0.75,8,25,12,13,48.0,0.972285
2.5,2.0,1.0,1.5,1.0,0.75,8,25,12,13,48.0,0.972285
2.5,1.5,1.0,1.25,1.0,0.75,12,25,12,13,48.0,0.972144
2.5,1.5,1.0,1.25,1.0,0.75,16,25,12,13,48.0,0.972144
2.5,1.5,1.0,1.25,1.1,0.75,12,25,12,13,48.0,0.972144
2.5,1.5,1.0,1.25,1.1,0.75,16,25,12,13,48.0,0.972144
2.5,1.75,1.0,1.25,1.0,0.75,12,25,12,13,48.0,0.972144
2.5,1.75,1.0,1.25,1.0,0.75,16,25,12,13,48.0,0.972144
2.5,1.75,1.0,1.25,1.1,0.75,12,25,12,13,48.0,0.972144
2.5,1.75,1.0,1.25,1.1,0.75,16,25,12,13,48.0,0.972144
2.5,2.0,1.0,1.25,1.0,0.75,12,25,12,13,48.0,0.972144
2.5,2.0,1.0,1.25,1.0,0.75,16,25,12,13,48.0,0.972144
2.5,2.0,1.0,1.25,1.1,0.75,12,25,12,13,48.0,0.972144
2.5,2.0,1.0,1.25,1.1,0.75,16,25,12,13,48.0,0.972144
2.5,1.5,1.0,1.5,0.9,0.5,12,25,10,15,40.0,0.971434
2.5,1.5,1.0,1.5,0.9,0.5,16,25,10,15,40.0,0.971434
2.5,1.75,1.0,1.5,0.9,0.5,12,25,10,15,40.0,0.971434
2.5,1.75,1.0,1.5,0.9,0.5,16,25,10,15,40.0,0.971434
2.5,2.0,1.0,1.5,0.9,0.5,12,25,10,15,40.0,0.971434
2.5,2.0,1.0,1.5,0.9,0.5,16,25,10,15,40.0,0.971434
2.5,1.5,1.0,1.0,1.0,0.5,8,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.0,1.0,0.5,12,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.0,1.0,0.5,16,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.0,1.1,0.5,8,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.0,1.1,0.5,12,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.0,1.1,0.5,16,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.0,0.5,8,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.0,0.5,12,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.0,0.5,16,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.1,0.5,8,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.1,0.5,12,25,10,15,40.0,0.971186
2.5,1.75,1.0,1.0,1.1,0.5,16,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.0,0.5,8,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.0,0.5,12,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.0,0.5,16,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.1,0.5,8,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.1,0.5,12,25,10,15,40.0,0.971186
2.5,2.0,1.0,1.0,1.1,0.5,16,25,10,15,40.0,0.971186
2.5,1.5,1.0,1.5,1.0,1.0,8,24,12,12,50.0,0.970967
2.5,1.75,1.0,1.5,1.0,1.0,8,24,12,12,50.0,0.970967
2.5,2.0,1.0,1.5,1.0,1.0,8,24,12,12,50.0,0.970967
2.5,1.5,1.0,1.0,1.0,1.0,8,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.0,1.0,1.0,12,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.0,1.0,1.0,16,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.0,1.1,1.0,8,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.0,1.1,1.0,12,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.0,1.1,1.0,16,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.0,1.0,8,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.0,1.0,12,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.0,1.0,16,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.1,1.0,8,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.1,1.0,12,24,12,12,50.0,0.970189
2.5,1.75,1.0,1.0,1.1,1.0,16,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.0,1.0,8,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.0,1.0,12,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.0,1.0,16,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.1,1.0,8,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.1,1.0,12,24,12,12,50.0,0.970189
2.5,2.0,1.0,1.0,1.1,1.0,16,24,12,12,50.0,0.970189
2.5,1.5,1.0,1.25,1.0,0.5,12,25,10,15,40.0,0.969714
2.5,1.5,1.0,1.25,1.0,0.5,16,25,10,15,40.0,0.969714
2.5,1.5,1.0,1.25,1.1,0.5,12,25,10,15,40.0,0.969714
2.5,1.5,1.0,1.25,1.1,0.5,16,25,10,15,40.0,0.969714
2.5,1.75,1.0,1.25,1.0,0.5,12,25,10,15,40.0,0.969714
2.5,1.75,1.0,1.25,1.0,0.5,16,25,10,15,40.0,0.969714
2.5,1.75,1.0,1.25,1.1,0.5,12,25,10,15,40.0,0.969714
2.5,1.75,1.0,1.25,1.1,0.5,16,25,10,15,40.0,0.969714
2.5,2.0,1.0,1.25,1.0,0.5,12,25,10,15,40.0,0.969714
2.5,2.0,1.0,1.25,1.0,0.5,16,25,10,15,40.0,0.969714
2.5,2.0,1.0,1.25,1.1,0.5,12,25,10,15,40.0,0.969714
2.5,2.0,1.0,1.25,1.1,0.5,16,25,10,15,40.0,0.969714
2.5,1.5,1.0,1.25,1.0,1.0,12,24,12,12,50.0,0.969485
2.5,1.5,1.0,1.25,1.1,1.0,12,24,12,12,50.0,0.969485
2.5,1.75,1.0,1.25,1.0,1.0,12,24,12,12,50.0,0.969485
2.5,1.75,1.0,1.25,1.1,1.0,12,24,12,12,50.0,0.969485
2.5,2.0,1.0,1.25,1.0,1.0,12,24,12,12,50.0,0.969485
2.5,2.0,1.0,1.25,1.1,1.0,12,24,12,12,50.0,0.969485
2.5,1.5,1.0,1.5,1.0,0.5,12,25,10,15,40.0,0.968135
2.5,1.5,1.0,1.5,1.0,0.5,16,25,10,15,40.0,0.968135
2.5,1.75,1.0,1.5,1.0,0.5,12,25,10,15,40.0,0.968135
2.5,1.75,1.0,1.5,1.0,0.5,16,25,10,15,40.0,0.968135
2.5,2.0,1.0,1.5,1.0,0.5,12,25,10,15,40.0,0.968135
2.5,2.0,1.0,1.5,1.0,0.5,16,25,10,15,40.0,0.968135
2.5,1.5,1.0,1.5,1.1,0.5,12,25,10,15,40.0,0.967563
2.5,1.5,1.0,1.5,1.1,0.5,16,25,10,15,40.0,0.967563
2.5,1.75,1.0,1.5,1.1,0.5,12,25,10,15,40.0,0.967563
2.5,1.75,1.0,1.5,1.1,0.5,16,25,10,15,40.0,0.967563
2.5,2.0,1.0,1.5,1.1,0.5,12,25,10,15,40.0,0.967563
2.5,2.0,1.0,1.5,1.1,0.5,16,25,10,15,40.0,0.967563
2.5,1.5,1.0,1.5,0.9,1.0,16,24,13,11,54.17,0.967224
2.5,1.75,1.0,1.5,0.9,1.0,16,24,13,11,54.17,0.967224
2.5,2.0,1.0,1.5,0.9,1.0,16,24,13,11,54.17,0.967224
2.5,1.5,1.0,1.5,0.9,0.75,12,25,12,13,48.0,0.964253
2.5,1.5,1.0,1.5,0.9,0.75,16,25,12,13,48.0,0.964253
2.5,1.75,1.0,1.5,0.9,0.75,12,25,12,13,48.0,0.964253
2.5,1.75,1.0,1.5,0.9,0.75,16,25,12,13,48.0,0.964253
2.5,2.0,1.0,1.5,0.9,0.75,12,25,12,13,48.0,0.964253
2.5,2.0,1.0,1.5,0.9,0.75,16,25,12,13,48.0,0.964253
2.5,1.5,1.0,1.5,1.0,1.0,16,24,13,11,54.17,0.963939
2.5,1.75,1.0,1.5,1.0,1.0,16,24,13,11,54.17,0.963939
2.5,2.0,1.0,1.5,1.0,1.0,16,24,13,11,54.17,0.963939
2.5,1.5,1.0,1.5,1.1,1.0,16,24,13,11,54.17,0.96337
2.5,1.75,1.0,1.5,1.1,1.0,16,24,13,11,54.17,0.96337
2.5,2.0,1.0,1.5,1.1,1.0,16,24,13,11,54.17,0.96337
2.5,1.5,1.0,1.5,0.9,1.0,12,24,12,12,50.0,0.961616
2.5,1.75,1.0,1.5,0.9,1.0,12,24,12,12,50.0,0.961616
2.5,2.0,1.0,1.5,0.9,1.0,12,24,12,12,50.0,0.961616
2.5,1.5,1.0,1.5,1.0,0.75,12,25,12,13,48.0,0.960978
2.5,1.5,1.0,1.5,1.0,0.75,16,25,12,13,48.0,0.960978
2.5,1.75,1.0,1.5,1.0,0.75,12,25,12,13,48.0,0.960978
2.5,1.75,1.0,1.5,1.0,0.75,16,25,12,13,48.0,0.960978
2.5,2.0,1.0,1.5,1.0,0.75,12,25,12,13,48.0,0.960978
2.5,2.0,1.0,1.5,1.0,0.75,16,25,12,13,48.0,0.960978
2.5,1.5,1.0,1.5,1.1,0.75,12,25,12,13,48.0,0.96041
2.5,1.5,1.0,1.5,1.1,0.75,16,25,12,13,48.0,0.96041
2.5,1.75,1.0,1.5,1.1,0.75,12,25,12,13,48.0,0.96041
2.5,1.75,1.0,1.5,1.1,0.75,16,25,12,13,48.0,0.96041
2.5,2.0,1.0,1.5,1.1,0.75,12,25,12,13,48.0,0.96041
2.5,2.0,1.0,1.5,1.1,0.75,16,25,12,13,48.0,0.96041
2.5,1.5,1.0,1.5,1.0,1.0,12,24,12,12,50.0,0.95835
2.5,1.75,1.0,1.5,1.0,1.0,12,24,12,12,50.0,0.95835
2.5,2.0,1.0,1.5,1.0,1.0,12,24,12,12,50.0,0.95835
2.5,1.5,1.0,1.5,1.1,1.0,12,24,12,12,50.0,0.957784
2.5,1.75,1.0,1.5,1.1,1.0,12,24,12,12,50.0,0.957784
2.5,2.0,1.0,1.5,1.1,1.0,12,24,12,12,50.0,0.957784
