BB_COOLDOWN_BARS,BB_K,BB_PERIOD,EMA_TREND_N,REQUIRE_TREND,RSI_BUY_MAX,RSI_SELL_MIN,VOL_MA_N,VOL_MULT,avg_trade_ret_pct,entry_func,equity_multiple,losses,max_drawdown_pct,trades,win_rate_pct,wins
2,1.8,20,200,1,55,65,20,1.0,-0.5406,run_backtest,0.019442,397,98.06,689,42.38,292
0,1.8,14,100,1,55,65,20,1.0,-0.6293,run_backtest,0.019409,350,98.18,597,41.37,247
2,1.8,14,100,1,60,65,20,1.0,-0.6351,run_backtest,0.019005,352,98.21,595,40.84,243
2,1.8,20,200,1,55,60,20,1.0,-0.5457,run_backtest,0.018802,388,98.12,690,43.77,302
2,1.8,20,200,1,60,60,20,1.0,-0.5359,run_backtest,0.018347,396,98.17,707,43.99,311
2,1.8,20,200,1,60,65,20,1.0,-0.5365,run_backtest,0.01822,407,98.18,706,42.35,299
0,1.8,14,100,1,60,65,20,1.0,-0.613,run_backtest,0.018038,365,98.31,624,41.51,259
2,1.8,12,100,1,55,60,20,1.0,-0.6108,run_backtest,0.017952,357,98.31,630,43.33,273
2,1.8,12,100,1,55,65,20,1.0,-0.6157,run_backtest,0.017785,364,98.33,626,41.85,262
0,1.8,12,100,1,55,60,20,1.0,-0.5874,run_backtest,0.017132,373,98.39,662,43.66,289
2,1.8,12,100,1,60,60,20,1.0,-0.5885,run_backtest,0.016878,373,98.41,664,43.83,291
0,1.8,12,100,1,55,65,20,1.0,-0.5937,run_backtest,0.016659,381,98.44,659,42.19,278
2,1.8,12,100,1,60,65,20,1.0,-0.5944,run_backtest,0.016532,381,98.45,660,42.27,279
0,1.8,12,100,1,60,60,20,1.0,-0.5672,run_backtest,0.016107,389,98.49,696,44.11,307
0,1.8,20,200,1,55,65,20,1.0,-0.5161,run_backtest,0.015966,431,98.4,755,42.91,324
0,2.0,14,200,1,55,65,20,1.0,-0.5074,run_backtest,0.015892,416,98.51,769,45.9,353
0,2.0,14,200,1,60,65,20,1.0,-0.4951,run_backtest,0.01577,425,98.52,789,46.13,364
0,1.8,12,100,1,60,65,20,1.0,-0.5745,run_backtest,0.015485,398,98.55,693,42.57,295
0,1.8,20,200,1,55,60,20,1.0,-0.5206,run_backtest,0.01539,421,98.46,757,44.39,336
0,1.8,20,200,1,60,60,20,1.0,-0.5121,run_backtest,0.015018,429,98.5,774,44.57,345
0,1.8,20,200,1,60,65,20,1.0,-0.5129,run_backtest,0.014963,441,98.5,772,42.88,331
0,2.0,12,200,1,55,60,20,1.0,-0.4904,run_backtest,0.014507,439,98.55,815,46.13,376
0,2.0,12,200,1,60,60,20,1.0,-0.4801,run_backtest,0.014307,446,98.57,835,46.59,389
2,2.0,14,100,1,55,60,20,0.75,-0.5975,run_backtest,0.012987,382,98.83,696,45.11,314
2,2.0,12,100,1,55,60,20,0.75,-0.551,run_backtest,0.012422,413,98.85,763,45.87,350
2,2.0,14,100,1,60,60,20,0.75,-0.5822,run_backtest,0.012181,395,98.9,725,45.52,330
2,2.0,14,100,1,55,65,20,0.75,-0.61,run_backtest,0.012026,399,98.92,693,42.42,294
2,2.2,14,200,1,55,65,20,0.75,-0.5646,run_backtest,0.011685,422,98.93,748,43.58,326
0,2.2,12,200,1,55,65,20,0.75,-0.5051,run_backtest,0.011672,458,98.85,832,44.95,374
2,2.2,14,200,1,60,65,20,0.75,-0.5541,run_backtest,0.011611,428,98.92,763,43.91,335
2,2.0,12,100,1,55,65,20,0.75,-0.5617,run_backtest,0.01159,430,98.92,759,43.35,329
0,2.2,12,200,1,55,60,20,0.75,-0.5068,run_backtest,0.011347,448,98.88,836,46.41,388
2,2.0,12,100,1,60,60,20,0.75,-0.5407,run_backtest,0.011335,426,98.95,794,46.35,368
2,2.2,14,200,1,55,60,20,0.75,-0.5678,run_backtest,0.011154,412,98.95,753,45.29,341
0,2.0,12,200,1,55,65,20,1.0,-0.5259,run_backtest,0.011152,446,98.88,809,44.87,363
2,2.2,14,200,1,60,60,20,0.75,-0.5571,run_backtest,0.011109,418,98.94,768,45.57,350
0,2.0,12,200,1,60,65,20,1.0,-0.5139,run_backtest,0.011054,454,98.89,829,45.24,375
0,2.2,12,200,1,60,65,20,0.75,-0.5,run_backtest,0.011036,467,98.9,851,45.12,384
2,2.0,14,100,1,60,65,20,0.75,-0.5972,run_backtest,0.011006,414,99.01,722,42.66,308
2,2.0,20,200,1,55,60,20,0.75,-0.492,run_backtest,0.01081,468,99.04,868,46.08,400
0,2.2,12,200,1,60,60,20,0.75,-0.5031,run_backtest,0.010618,457,98.94,855,46.55,398
2,2.0,12,100,1,60,65,20,0.75,-0.5515,run_backtest,0.010574,445,99.01,789,43.6,344
0,2.0,14,100,1,55,60,20,0.75,-0.5887,run_backtest,0.010472,407,99.05,741,45.07,334
2,2.0,20,200,1,60,60,20,0.75,-0.4913,run_backtest,0.010395,471,99.07,877,46.29,406
2,1.8,12,200,1,55,60,20,1.0,-0.4824,run_backtest,0.010319,492,98.97,898,45.21,406
0,2.0,14,100,1,60,60,20,0.75,-0.5727,run_backtest,0.009912,420,99.1,771,45.53,351
2,2.0,20,200,1,55,65,20,0.75,-0.5056,run_backtest,0.009855,477,99.12,862,44.66,385
0,2.2,14,200,1,60,65,20,0.75,-0.5127,run_backtest,0.009803,471,99.08,852,44.72,381
2,1.8,12,200,1,55,65,20,1.0,-0.4907,run_backtest,0.009796,498,99.03,893,44.23,395
0,2.2,14,200,1,60,60,20,0.75,-0.5125,run_backtest,0.009648,460,99.08,857,46.32,397
2,1.8,12,200,1,60,60,20,1.0,-0.4732,run_backtest,0.009615,507,99.04,930,45.48,423
0,2.2,14,200,1,55,65,20,0.75,-0.5247,run_backtest,0.009597,466,99.1,837,44.32,371
2,2.0,20,200,1,60,65,20,0.75,-0.5045,run_backtest,0.009498,481,99.15,871,44.78,390
0,2.2,14,200,1,55,60,20,0.75,-0.5245,run_backtest,0.009424,455,99.1,842,45.96,387
0,2.0,14,100,1,55,65,20,0.75,-0.6035,run_backtest,0.00942,425,99.15,739,42.49,314
2,1.8,12,200,1,60,65,20,1.0,-0.4819,run_backtest,0.009042,514,99.1,925,44.43,411
0,2.0,14,100,1,60,65,20,0.75,-0.5898,run_backtest,0.0087,440,99.22,769,42.78,329
0,2.0,12,100,1,55,60,20,0.75,-0.5721,run_backtest,0.008124,442,99.25,807,45.23,365
0,2.0,20,200,1,55,60,20,0.75,-0.4682,run_backtest,0.007751,522,99.31,976,46.52,454
0,2.0,12,100,1,60,60,20,0.75,-0.5606,run_backtest,0.00735,456,99.32,841,45.78,385
0,2.0,20,200,1,60,60,20,0.75,-0.4688,run_backtest,0.007349,526,99.35,986,46.65,460
0,2.0,12,100,1,55,65,20,0.75,-0.5882,run_backtest,0.007182,461,99.33,804,42.66,343
2,1.8,14,200,1,60,60,20,1.0,-0.5457,run_backtest,0.007059,483,99.31,861,43.9,378
2,1.8,14,200,1,55,60,20,1.0,-0.5632,run_backtest,0.006966,474,99.32,837,43.37,363
0,2.0,20,200,1,55,65,20,0.75,-0.4812,run_backtest,0.006917,533,99.38,972,45.16,439
0,2.0,20,200,1,60,65,20,0.75,-0.4814,run_backtest,0.006574,538,99.41,982,45.21,444
0,2.0,12,100,1,60,65,20,0.75,-0.5745,run_backtest,0.006568,477,99.39,838,43.08,361
2,1.8,14,100,1,55,65,20,0.75,-0.566,run_backtest,0.005769,498,99.46,869,42.69,371
2,1.8,14,200,1,60,65,20,1.0,-0.5712,run_backtest,0.005739,494,99.44,858,42.42,364
2,1.8,14,200,1,55,65,20,1.0,-0.5882,run_backtest,0.005735,482,99.44,834,42.21,352
2,1.8,14,100,1,55,60,20,0.75,-0.5687,run_backtest,0.005494,486,99.49,875,44.46,389
2,2.0,14,200,1,55,60,20,0.75,-0.5055,run_backtest,0.005191,531,99.54,988,46.26,457
2,2.0,14,200,1,55,65,20,0.75,-0.5086,run_backtest,0.005136,545,99.54,983,44.56,438
0,1.8,12,200,1,55,60,20,1.0,-0.5112,run_backtest,0.004878,543,99.52,987,44.98,444
2,1.8,14,100,1,60,65,20,0.75,-0.5612,run_backtest,0.004774,523,99.55,909,42.46,386
2,2.0,14,200,1,60,60,20,0.75,-0.5021,run_backtest,0.004723,543,99.58,1013,46.4,470
2,1.8,14,100,1,60,60,20,0.75,-0.5616,run_backtest,0.004622,507,99.56,916,44.65,409
2,2.0,14,200,1,60,65,20,0.75,-0.5074,run_backtest,0.004556,559,99.59,1008,44.54,449
0,1.8,12,200,1,60,60,20,1.0,-0.5019,run_backtest,0.004545,558,99.55,1019,45.24,461
0,1.8,12,200,1,55,65,20,1.0,-0.5211,run_backtest,0.004502,550,99.55,983,44.05,433
0,1.8,12,200,1,60,65,20,1.0,-0.5121,run_backtest,0.004156,566,99.59,1015,44.24,449
2,1.8,20,200,1,55,65,20,0.75,-0.5233,run_backtest,0.004062,566,99.64,996,43.17,430
0,1.8,14,200,1,60,60,20,1.0,-0.5508,run_backtest,0.004029,529,99.6,949,44.26,420
2,1.8,12,100,1,55,65,20,0.75,-0.5467,run_backtest,0.004026,555,99.63,964,42.43,409
2,1.8,20,200,1,55,60,20,0.75,-0.5227,run_backtest,0.004015,553,99.65,1001,44.76,448
0,1.8,14,200,1,55,60,20,1.0,-0.5668,run_backtest,0.003976,520,99.61,925,43.78,405
2,2.0,12,200,1,55,60,20,0.75,-0.5119,run_backtest,0.0038,562,99.66,1036,45.75,474
0,1.8,14,100,1,55,65,20,0.75,-0.5725,run_backtest,0.003785,533,99.65,930,42.69,397
0,1.8,14,100,1,55,60,20,0.75,-0.5734,run_backtest,0.003727,519,99.65,933,44.37,414
2,1.8,20,200,1,60,60,20,0.75,-0.5219,run_backtest,0.003695,562,99.68,1018,44.79,456
2,1.8,12,100,1,55,60,20,0.75,-0.5558,run_backtest,0.003598,540,99.67,970,44.33,430
2,2.0,12,200,1,55,65,20,0.75,-0.5214,run_backtest,0.00357,574,99.68,1028,44.16,454
2,1.8,20,200,1,60,65,20,0.75,-0.5271,run_backtest,0.003569,577,99.69,1013,43.04,436
2,2.0,12,200,1,60,60,20,0.75,-0.5108,run_backtest,0.003321,574,99.7,1064,46.05,490
2,1.8,12,100,1,60,65,20,0.75,-0.5369,run_backtest,0.003311,586,99.7,1017,42.38,431
0,1.8,14,100,1,60,65,20,0.75,-0.5648,run_backtest,0.003169,559,99.7,973,42.55,414
0,1.8,14,200,1,60,65,20,1.0,-0.5772,run_backtest,0.003159,542,99.69,947,42.77,405
0,1.8,14,200,1,55,65,20,1.0,-0.5926,run_backtest,0.003157,530,99.69,923,42.58,393
0,1.8,14,100,1,60,60,20,0.75,-0.5641,run_backtest,0.003155,541,99.7,977,44.63,436
2,2.0,12,200,1,60,65,20,0.75,-0.5209,run_backtest,0.003104,589,99.72,1055,44.17,466
2,1.8,12,100,1,60,60,20,0.75,-0.5427,run_backtest,0.003037,568,99.72,1024,44.53,456
0,1.8,20,200,1,55,60,20,0.75,-0.4919,run_backtest,0.002893,612,99.75,1123,45.5,511
0,1.8,20,200,1,55,65,20,0.75,-0.4944,run_backtest,0.002853,627,99.75,1118,43.92,491
0,2.0,14,200,1,55,60,20,0.75,-0.5052,run_backtest,0.002781,593,99.75,1105,46.33,512
0,1.8,20,200,1,60,60,20,0.75,-0.4905,run_backtest,0.002671,622,99.77,1142,45.53,520
0,2.0,14,200,1,60,60,20,0.75,-0.4975,run_backtest,0.002654,604,99.76,1131,46.6,527
0,1.8,12,100,1,55,65,20,0.75,-0.5531,run_backtest,0.002561,596,99.77,1032,42.25,436
0,2.0,14,200,1,55,65,20,0.75,-0.5138,run_backtest,0.00255,608,99.77,1102,44.83,494
0,1.8,20,200,1,60,65,20,0.75,-0.4964,run_backtest,0.002531,639,99.78,1137,43.8,498
0,2.0,14,200,1,60,65,20,0.75,-0.508,run_backtest,0.002373,621,99.79,1128,44.95,507
0,1.8,12,100,1,55,60,20,0.75,-0.5624,run_backtest,0.002311,579,99.79,1035,44.06,456
0,1.8,12,100,1,60,65,20,0.75,-0.5416,run_backtest,0.002069,630,99.81,1092,42.31,462
0,1.8,12,100,1,60,60,20,0.75,-0.5491,run_backtest,0.001898,610,99.83,1095,44.29,485
0,2.0,12,200,1,55,60,20,0.75,-0.5179,run_backtest,0.00178,631,99.83,1163,45.74,532
0,2.0,12,200,1,60,60,20,0.75,-0.5117,run_backtest,0.001638,642,99.85,1193,46.19,551
0,2.0,12,200,1,55,65,20,0.75,-0.5351,run_backtest,0.00151,645,99.86,1155,44.16,510
0,2.0,12,200,1,60,65,20,0.75,-0.5277,run_backtest,0.001398,659,99.87,1185,44.39,526
2,1.8,12,200,1,55,65,20,0.75,-0.5179,run_backtest,0.000947,730,99.91,1283,43.1,553
2,1.8,12,200,1,55,60,20,0.75,-0.5178,run_backtest,0.000924,716,99.91,1289,44.45,573
2,1.8,14,200,1,55,60,20,0.75,-0.5593,run_backtest,0.000869,670,99.92,1204,44.35,534
2,1.8,14,200,1,55,65,20,0.75,-0.567,run_backtest,0.000819,681,99.92,1197,43.11,516
2,1.8,14,200,1,60,60,20,0.75,-0.5493,run_backtest,0.000802,686,99.93,1240,44.68,554
2,1.8,12,200,1,60,60,20,0.75,-0.5107,run_backtest,0.000778,742,99.92,1340,44.63,598
2,1.8,12,200,1,60,65,20,0.75,-0.5128,run_backtest,0.000778,759,99.92,1333,43.06,574
2,1.8,14,200,1,60,65,20,0.75,-0.5557,run_backtest,0.000764,701,99.93,1233,43.15,532
0,1.8,14,200,1,55,60,20,0.75,-0.5408,run_backtest,0.000438,752,99.96,1362,44.79,610
0,1.8,12,200,1,55,65,20,0.75,-0.5091,run_backtest,0.000415,822,99.96,1456,43.54,634
0,1.8,12,200,1,55,60,20,0.75,-0.5085,run_backtest,0.000413,807,99.96,1460,44.73,653
0,1.8,14,200,1,60,60,20,0.75,-0.5316,run_backtest,0.0004,770,99.96,1402,45.08,632
0,1.8,14,200,1,55,65,20,0.75,-0.549,run_backtest,0.000398,765,99.96,1358,43.67,593
0,1.8,14,200,1,60,65,20,0.75,-0.5382,run_backtest,0.000369,787,99.97,1398,43.71,611
0,1.8,12,200,1,60,60,20,0.75,-0.5025,run_backtest,0.000337,836,99.97,1517,44.89,681
0,1.8,12,200,1,60,65,20,0.75,-0.5039,run_backtest,0.000334,854,99.97,1513,43.56,659
2,2.4,20,100,0,60,65,20,1.0,-0.4297,run_backtest,0.000241,952,99.98,1776,46.4,824
2,2.4,20,100,0,55,65,20,1.0,-0.4313,run_backtest,0.000239,951,99.98,1772,46.33,821
2,2.4,20,100,0,60,60,20,1.0,-0.4304,run_backtest,0.00023,948,99.98,1788,46.98,840
2,2.4,20,100,0,55,60,20,1.0,-0.4314,run_backtest,0.00023,947,99.98,1784,46.92,837
2,2.4,20,200,0,60,65,20,1.0,-0.4333,run_backtest,0.000228,952,99.98,1775,46.37,823
2,2.4,20,200,0,55,65,20,1.0,-0.4348,run_backtest,0.000226,951,99.98,1771,46.3,820
2,2.4,20,200,0,60,60,20,1.0,-0.4339,run_backtest,0.000218,948,99.98,1787,46.95,839
2,2.4,20,200,0,55,60,20,1.0,-0.4349,run_backtest,0.000217,947,99.98,1783,46.89,836
2,2.4,12,100,0,55,65,20,1.0,-0.5209,run_backtest,0.000154,855,99.99,1571,45.58,716
2,2.4,12,100,0,60,65,20,1.0,-0.5196,run_backtest,0.000149,859,99.99,1581,45.67,722
2,2.4,12,200,0,55,65,20,1.0,-0.525,run_backtest,0.000145,855,99.99,1570,45.54,715
2,2.4,12,200,0,60,65,20,1.0,-0.5236,run_backtest,0.000141,859,99.99,1580,45.63,721
2,2.4,12,100,0,60,60,20,1.0,-0.5227,run_backtest,0.000137,851,99.99,1590,46.48,739
2,2.4,12,100,0,55,60,20,1.0,-0.5262,run_backtest,0.000137,847,99.99,1580,46.39,733
2,2.4,12,200,0,60,60,20,1.0,-0.5267,run_backtest,0.000129,851,99.99,1589,46.44,738
2,2.4,12,200,0,55,60,20,1.0,-0.5302,run_backtest,0.000129,847,99.99,1579,46.36,732
0,2.4,20,100,0,60,60,20,1.0,-0.3897,run_backtest,0.000117,1098,99.99,2099,47.69,1001
0,2.4,20,100,0,55,60,20,1.0,-0.3905,run_backtest,0.000117,1097,99.99,2095,47.64,998
0,2.4,20,200,0,60,60,20,1.0,-0.3927,run_backtest,0.00011,1098,99.99,2098,47.66,1000
0,2.4,20,200,0,55,60,20,1.0,-0.3935,run_backtest,0.00011,1097,99.99,2094,47.61,997
0,2.4,20,100,0,60,65,20,1.0,-0.3987,run_backtest,9.9e-05,1110,99.99,2087,46.81,977
0,2.4,20,100,0,55,65,20,1.0,-0.3999,run_backtest,9.8e-05,1109,99.99,2083,46.76,974
0,2.4,20,200,0,60,65,20,1.0,-0.4017,run_backtest,9.4e-05,1110,99.99,2086,46.79,976
0,2.4,20,200,0,55,65,20,1.0,-0.4029,run_backtest,9.3e-05,1109,99.99,2082,46.73,973
0,2.4,12,100,0,55,60,20,1.0,-0.496,run_backtest,5.9e-05,977,99.99,1815,46.17,838
0,2.4,12,100,0,60,60,20,1.0,-0.4944,run_backtest,5.8e-05,982,99.99,1825,46.19,843
0,2.4,12,100,0,55,65,20,1.0,-0.5003,run_backtest,5.7e-05,989,99.99,1804,45.18,815
0,2.4,12,200,0,55,60,20,1.0,-0.4995,run_backtest,5.6e-05,977,99.99,1814,46.14,837
0,2.4,12,200,0,60,60,20,1.0,-0.4979,run_backtest,5.5e-05,982,99.99,1824,46.16,842
0,2.4,12,100,0,60,65,20,1.0,-0.5006,run_backtest,5.4e-05,994,99.99,1814,45.2,820
0,2.4,12,200,0,55,65,20,1.0,-0.5038,run_backtest,5.4e-05,989,99.99,1803,45.15,814
0,2.4,12,200,0,60,65,20,1.0,-0.5041,run_backtest,5.1e-05,994,99.99,1813,45.17,819
2,2.4,14,100,0,60,65,20,1.0,-0.5433,run_backtest,4e-05,951,100.0,1741,45.38,790
2,2.4,14,100,0,55,65,20,1.0,-0.5458,run_backtest,4e-05,948,100.0,1731,45.23,783
2,2.4,20,100,0,60,65,20,0.75,-0.4551,run_backtest,3.8e-05,1124,100.0,2067,45.62,943
2,2.4,20,100,0,55,65,20,0.75,-0.4564,run_backtest,3.8e-05,1123,100.0,2063,45.56,940
2,2.4,14,200,0,55,65,20,1.0,-0.5495,run_backtest,3.8e-05,948,100.0,1730,45.2,782
2,2.4,20,100,0,60,60,20,0.75,-0.4542,run_backtest,3.7e-05,1118,100.0,2084,46.35,966
2,2.4,20,100,0,55,60,20,0.75,-0.4551,run_backtest,3.7e-05,1117,100.0,2080,46.3,963
2,2.4,14,200,0,60,65,20,1.0,-0.547,run_backtest,3.7e-05,951,100.0,1740,45.34,789
2,2.4,20,200,0,60,65,20,0.75,-0.4581,run_backtest,3.6e-05,1124,100.0,2066,45.6,942
2,2.4,20,200,0,55,65,20,0.75,-0.4594,run_backtest,3.6e-05,1123,100.0,2062,45.54,939
2,2.4,20,200,0,60,60,20,0.75,-0.4572,run_backtest,3.5e-05,1118,100.0,2083,46.33,965
2,2.4,20,200,0,55,60,20,0.75,-0.4581,run_backtest,3.5e-05,1117,100.0,2079,46.27,962
2,2.4,12,100,0,55,60,20,0.75,-0.5312,run_backtest,3.5e-05,977,100.0,1813,46.11,836
2,2.4,12,100,0,55,65,20,0.75,-0.5354,run_backtest,3.5e-05,993,100.0,1797,44.74,804
2,2.4,12,100,0,60,60,20,0.75,-0.5289,run_backtest,3.4e-05,983,100.0,1825,46.14,842
2,2.4,12,200,0,55,60,20,0.75,-0.5347,run_backtest,3.3e-05,977,100.0,1812,46.08,835
2,2.4,12,100,0,60,65,20,0.75,-0.535,run_backtest,3.3e-05,999,100.0,1809,44.78,810
2,2.4,12,200,0,55,65,20,0.75,-0.539,run_backtest,3.3e-05,993,100.0,1796,44.71,803
2,2.4,12,200,0,60,60,20,0.75,-0.5324,run_backtest,3.2e-05,983,100.0,1824,46.11,841
2,2.4,12,200,0,60,65,20,0.75,-0.5385,run_backtest,3.1e-05,999,100.0,1808,44.75,809
2,2.4,14,100,0,60,60,20,1.0,-0.5535,run_backtest,3.1e-05,954,100.0,1755,45.64,801
2,2.4,14,100,0,55,60,20,1.0,-0.5567,run_backtest,3.1e-05,951,100.0,1745,45.5,794
2,2.4,14,200,0,60,60,20,1.0,-0.5571,run_backtest,2.9e-05,954,100.0,1754,45.61,800
2,2.4,14,200,0,55,60,20,1.0,-0.5603,run_backtest,2.9e-05,951,100.0,1744,45.47,793
0,2.4,14,100,0,60,65,20,1.0,-0.4806,run_backtest,2.4e-05,1102,100.0,2035,45.85,933
0,2.4,14,100,0,55,65,20,1.0,-0.4824,run_backtest,2.4e-05,1099,100.0,2025,45.73,926
0,2.4,14,200,0,55,65,20,1.0,-0.4855,run_backtest,2.3e-05,1099,100.0,2024,45.7,925
0,2.4,14,100,0,60,60,20,1.0,-0.4822,run_backtest,2.2e-05,1097,100.0,2047,46.41,950
0,2.4,14,100,0,55,60,20,1.0,-0.4846,run_backtest,2.2e-05,1094,100.0,2037,46.29,943
0,2.4,14,200,0,60,65,20,1.0,-0.4837,run_backtest,2.2e-05,1102,100.0,2034,45.82,932
0,2.4,14,200,0,60,60,20,1.0,-0.4853,run_backtest,2.1e-05,1097,100.0,2046,46.38,949
0,2.4,14,200,0,55,60,20,1.0,-0.4877,run_backtest,2.1e-05,1094,100.0,2036,46.27,942
2,2.2,20,100,0,60,60,20,1.0,-0.4844,run_backtest,1.5e-05,1154,100.0,2127,45.75,973
2,2.2,20,100,0,55,60,20,1.0,-0.4856,run_backtest,1.5e-05,1152,100.0,2120,45.66,968
2,2.2,20,200,0,60,60,20,1.0,-0.4874,run_backtest,1.4e-05,1154,100.0,2126,45.72,972
2,2.2,20,200,0,55,60,20,1.0,-0.4885,run_backtest,1.4e-05,1152,100.0,2119,45.63,967
0,2.4,12,100,0,55,60,20,0.75,-0.5006,run_backtest,1.3e-05,1127,100.0,2091,46.1,964
0,2.4,20,100,0,60,60,20,0.75,-0.4184,run_backtest,1.2e-05,1313,100.0,2486,47.18,1173
0,2.4,20,100,0,55,60,20,0.75,-0.4191,run_backtest,1.2e-05,1312,100.0,2482,47.14,1170
2,2.2,20,100,0,60,65,20,1.0,-0.496,run_backtest,1.2e-05,1161,100.0,2107,44.9,946
2,2.2,20,200,0,60,65,20,1.0,-0.499,run_backtest,1.2e-05,1161,100.0,2106,44.87,945
0,2.4,12,100,0,60,60,20,0.75,-0.4999,run_backtest,1.2e-05,1134,100.0,2103,46.08,969
0,2.4,12,200,0,60,60,20,0.75,-0.5029,run_backtest,1.2e-05,1134,100.0,2102,46.05,968
2,2.2,20,100,0,55,65,20,1.0,-0.4984,run_backtest,1.2e-05,1159,100.0,2100,44.81,941
2,2.2,20,200,0,55,65,20,1.0,-0.5014,run_backtest,1.2e-05,1159,100.0,2099,44.78,940
0,2.4,12,200,0,55,60,20,0.75,-0.5036,run_backtest,1.2e-05,1127,100.0,2090,46.08,963
0,2.4,20,200,0,60,60,20,0.75,-0.4209,run_backtest,1.1e-05,1313,100.0,2485,47.16,1172
0,2.4,20,200,0,55,60,20,0.75,-0.4216,run_backtest,1.1e-05,1312,100.0,2481,47.12,1169
0,2.4,20,100,0,60,65,20,0.75,-0.4269,run_backtest,1e-05,1328,100.0,2469,46.21,1141
0,2.4,20,100,0,55,65,20,0.75,-0.428,run_backtest,1e-05,1327,100.0,2465,46.17,1138
0,2.4,12,100,0,55,65,20,0.75,-0.5152,run_backtest,1e-05,1149,100.0,2076,44.65,927
0,2.4,20,200,0,60,65,20,0.75,-0.4294,run_backtest,9e-06,1328,100.0,2468,46.19,1140
0,2.4,20,200,0,55,65,20,0.75,-0.4305,run_backtest,9e-06,1327,100.0,2464,46.14,1137
0,2.4,12,100,0,60,65,20,0.75,-0.5161,run_backtest,9e-06,1156,100.0,2088,44.64,932
0,2.4,12,200,0,60,65,20,0.75,-0.5191,run_backtest,9e-06,1156,100.0,2087,44.61,931
0,2.4,12,200,0,55,65,20,0.75,-0.5183,run_backtest,9e-06,1149,100.0,2075,44.63,926
2,2.4,14,100,0,60,65,20,0.75,-0.55,run_backtest,8e-06,1095,100.0,1995,45.11,900
2,2.4,14,200,0,60,65,20,0.75,-0.5532,run_backtest,8e-06,1095,100.0,1994,45.09,899
2,2.4,14,100,0,55,65,20,0.75,-0.5522,run_backtest,8e-06,1092,100.0,1985,44.99,893
2,2.4,14,200,0,55,65,20,0.75,-0.5554,run_backtest,8e-06,1092,100.0,1984,44.96,892
2,2.2,12,100,0,60,65,20,1.0,-0.5064,run_backtest,7e-06,1209,100.0,2204,45.15,995
2,2.4,14,100,0,60,60,20,0.75,-0.554,run_backtest,7e-06,1091,100.0,2018,45.94,927
2,2.4,14,100,0,55,60,20,0.75,-0.5572,run_backtest,7e-06,1088,100.0,2007,45.79,919
2,2.2,14,100,0,60,60,20,1.0,-0.4989,run_backtest,6e-06,1219,100.0,2257,45.99,1038
2,2.2,14,200,0,60,60,20,1.0,-0.5017,run_backtest,6e-06,1219,100.0,2256,45.97,1037
2,2.2,14,100,0,60,65,20,1.0,-0.5009,run_backtest,6e-06,1229,100.0,2243,45.21,1014
2,2.2,14,200,0,60,65,20,1.0,-0.5037,run_backtest,6e-06,1229,100.0,2242,45.18,1013
2,2.2,14,100,0,55,60,20,1.0,-0.5038,run_backtest,6e-06,1214,100.0,2241,45.83,1027
2,2.2,14,100,0,55,65,20,1.0,-0.506,run_backtest,6e-06,1224,100.0,2227,45.04,1003
2,2.2,12,100,0,60,60,20,1.0,-0.5067,run_backtest,6e-06,1202,100.0,2215,45.73,1013
2,2.2,12,200,0,60,60,20,1.0,-0.5095,run_backtest,6e-06,1202,100.0,2214,45.71,1012
2,2.2,12,200,0,60,65,20,1.0,-0.5093,run_backtest,6e-06,1209,100.0,2203,45.12,994
2,2.2,12,100,0,55,60,20,1.0,-0.5108,run_backtest,6e-06,1195,100.0,2198,45.63,1003
2,2.2,12,200,0,55,60,20,1.0,-0.5137,run_backtest,6e-06,1195,100.0,2197,45.61,1002
2,2.2,12,100,0,55,65,20,1.0,-0.5113,run_backtest,6e-06,1204,100.0,2188,44.97,984
2,2.2,12,200,0,55,65,20,1.0,-0.5142,run_backtest,6e-06,1204,100.0,2187,44.95,983
2,2.4,14,200,0,60,60,20,0.75,-0.5572,run_backtest,6e-06,1091,100.0,2017,45.91,926
2,2.4,14,200,0,55,60,20,0.75,-0.5604,run_backtest,6e-06,1088,100.0,2006,45.76,918
2,2.2,14,200,0,55,60,20,1.0,-0.5067,run_backtest,5e-06,1214,100.0,2240,45.8,1026
2,2.2,14,200,0,55,65,20,1.0,-0.5088,run_backtest,5e-06,1224,100.0,2226,45.01,1002
2,2.0,14,100,0,60,60,20,1.0,-0.4307,run_backtest,3e-06,1456,100.0,2725,46.57,1269
2,2.0,14,200,0,60,60,20,1.0,-0.433,run_backtest,3e-06,1456,100.0,2724,46.55,1268
2,2.0,14,100,0,60,65,20,1.0,-0.4432,run_backtest,3e-06,1469,100.0,2711,45.81,1242
2,2.0,14,100,0,55,60,20,1.0,-0.434,run_backtest,3e-06,1442,100.0,2697,46.53,1255
2,2.0,14,200,0,55,60,20,1.0,-0.4364,run_backtest,3e-06,1442,100.0,2696,46.51,1254
2,2.0,14,100,0,55,65,20,1.0,-0.4464,run_backtest,3e-06,1455,100.0,2683,45.77,1228
0,2.2,20,100,0,60,60,20,1.0,-0.4565,run_backtest,3e-06,1366,100.0,2542,46.26,1176
0,2.2,20,200,0,60,60,20,1.0,-0.4589,run_backtest,3e-06,1366,100.0,2541,46.24,1175
0,2.2,20,100,0,55,60,20,1.0,-0.4573,run_backtest,3e-06,1364,100.0,2535,46.19,1171
