BB_COOLDOWN_BARS,BB_K,BB_PERIOD,EMA_TREND_N,REQUIRE_TREND,RSI_BUY_MAX,RSI_SELL_MIN,VOL_MA_N,VOL_MULT,avg_trade_ret_pct,entry_func,equity_multiple,losses,max_drawdown_pct,trades,win_rate_pct,wins
0,2.2,20,200,0,55,60,20,1.0,-0.4598,run_backtest,3e-06,1364,100.0,2534,46.17,1170
0,2.4,14,100,0,60,60,20,0.75,-0.4972,run_backtest,3e-06,1272,100.0,2370,46.33,1098
0,2.4,14,200,0,60,60,20,0.75,-0.4999,run_backtest,3e-06,1272,100.0,2369,46.31,1097
0,2.4,14,100,0,55,60,20,0.75,-0.4996,run_backtest,3e-06,1269,100.0,2359,46.21,1090
0,2.4,14,200,0,55,60,20,0.75,-0.5023,run_backtest,3e-06,1269,100.0,2358,46.18,1089
0,2.4,14,100,0,60,65,20,0.75,-0.4972,run_backtest,3e-06,1280,100.0,2349,45.51,1069
0,2.4,14,200,0,60,65,20,0.75,-0.4999,run_backtest,3e-06,1280,100.0,2348,45.49,1068
0,2.4,14,100,0,55,65,20,0.75,-0.4988,run_backtest,3e-06,1277,100.0,2339,45.4,1062
0,2.4,14,200,0,55,65,20,0.75,-0.5016,run_backtest,3e-06,1277,100.0,2338,45.38,1061
2,2.0,12,100,0,60,60,20,1.0,-0.4461,run_backtest,2e-06,1517,100.0,2790,45.63,1273
2,2.0,12,200,0,60,60,20,1.0,-0.4483,run_backtest,2e-06,1517,100.0,2789,45.61,1272
2,2.0,12,100,0,60,65,20,1.0,-0.4489,run_backtest,2e-06,1526,100.0,2778,45.07,1252
2,2.0,12,100,0,55,60,20,1.0,-0.4487,run_backtest,2e-06,1504,100.0,2763,45.57,1259
2,2.0,12,200,0,55,60,20,1.0,-0.4509,run_backtest,2e-06,1504,100.0,2762,45.55,1258
2,2.0,12,100,0,55,65,20,1.0,-0.4519,run_backtest,2e-06,1513,100.0,2751,45.0,1238
2,2.0,12,200,0,55,65,20,1.0,-0.4542,run_backtest,2e-06,1513,100.0,2750,44.98,1237
2,2.0,14,200,0,60,65,20,1.0,-0.4455,run_backtest,2e-06,1469,100.0,2710,45.79,1241
0,2.2,14,100,0,60,60,20,1.0,-0.4405,run_backtest,2e-06,1436,100.0,2707,46.95,1271
0,2.2,14,200,0,60,60,20,1.0,-0.4428,run_backtest,2e-06,1436,100.0,2706,46.93,1270
0,2.2,14,100,0,60,65,20,1.0,-0.446,run_backtest,2e-06,1451,100.0,2692,46.1,1241
0,2.2,14,100,0,55,60,20,1.0,-0.4443,run_backtest,2e-06,1431,100.0,2691,46.82,1260
0,2.2,14,200,0,60,65,20,1.0,-0.4484,run_backtest,2e-06,1451,100.0,2691,46.08,1240
0,2.2,14,200,0,55,60,20,1.0,-0.4466,run_backtest,2e-06,1431,100.0,2690,46.8,1259
2,2.0,14,200,0,55,65,20,1.0,-0.4487,run_backtest,2e-06,1455,100.0,2682,45.75,1227
0,2.2,14,100,0,55,65,20,1.0,-0.45,run_backtest,2e-06,1446,100.0,2676,45.96,1230
0,2.2,14,200,0,55,65,20,1.0,-0.4523,run_backtest,2e-06,1446,100.0,2675,45.94,1229
0,2.2,20,100,0,60,65,20,1.0,-0.4775,run_backtest,2e-06,1381,100.0,2521,45.22,1140
0,2.2,20,200,0,60,65,20,1.0,-0.48,run_backtest,2e-06,1381,100.0,2520,45.2,1139
0,2.2,20,100,0,55,65,20,1.0,-0.4794,run_backtest,2e-06,1379,100.0,2514,45.15,1135
0,2.2,20,200,0,55,65,20,1.0,-0.4819,run_backtest,2e-06,1379,100.0,2513,45.13,1134
2,2.0,20,100,0,60,60,20,1.0,-0.505,run_backtest,2e-06,1339,100.0,2463,45.64,1124
2,2.0,20,100,0,55,60,20,1.0,-0.5053,run_backtest,2e-06,1334,100.0,2450,45.55,1116
2,2.0,20,200,0,55,60,20,1.0,-0.5078,run_backtest,2e-06,1334,100.0,2449,45.53,1115
2,2.0,12,200,0,60,65,20,1.0,-0.4511,run_backtest,1e-06,1526,100.0,2777,45.05,1251
2,1.8,20,100,0,60,60,20,1.0,-0.4996,run_backtest,1e-06,1456,100.0,2665,45.37,1209
2,1.8,20,200,0,60,60,20,1.0,-0.502,run_backtest,1e-06,1456,100.0,2664,45.35,1208
2,1.8,20,100,0,60,65,20,1.0,-0.5006,run_backtest,1e-06,1472,100.0,2659,44.64,1187
2,1.8,20,200,0,60,65,20,1.0,-0.503,run_backtest,1e-06,1472,100.0,2658,44.62,1186
2,1.8,20,100,0,55,60,20,1.0,-0.5001,run_backtest,1e-06,1447,100.0,2646,45.31,1199
2,1.8,20,200,0,55,60,20,1.0,-0.5025,run_backtest,1e-06,1447,100.0,2645,45.29,1198
2,2.2,12,100,0,60,60,20,0.75,-0.4934,run_backtest,1e-06,1421,100.0,2644,46.26,1223
2,2.2,12,200,0,60,60,20,0.75,-0.4958,run_backtest,1e-06,1421,100.0,2643,46.24,1222
2,1.8,20,100,0,55,65,20,1.0,-0.5003,run_backtest,1e-06,1461,100.0,2640,44.66,1179
2,1.8,20,200,0,55,65,20,1.0,-0.5027,run_backtest,1e-06,1461,100.0,2639,44.64,1178
2,2.2,12,100,0,60,65,20,0.75,-0.4864,run_backtest,1e-06,1436,100.0,2628,45.36,1192
2,2.2,12,200,0,60,65,20,0.75,-0.4888,run_backtest,1e-06,1436,100.0,2627,45.34,1191
2,2.2,12,100,0,55,60,20,0.75,-0.4935,run_backtest,1e-06,1410,100.0,2623,46.24,1213
2,2.2,12,200,0,55,60,20,0.75,-0.4959,run_backtest,1e-06,1410,100.0,2622,46.22,1212
0,2.2,12,100,0,60,60,20,1.0,-0.4937,run_backtest,1e-06,1424,100.0,2622,45.69,1198
0,2.2,12,200,0,60,60,20,1.0,-0.4961,run_backtest,1e-06,1424,100.0,2621,45.67,1197
0,2.2,12,100,0,60,65,20,1.0,-0.5007,run_backtest,1e-06,1438,100.0,2611,44.93,1173
0,2.2,12,200,0,60,65,20,1.0,-0.5031,run_backtest,1e-06,1438,100.0,2610,44.9,1172
2,2.2,12,100,0,55,65,20,0.75,-0.4881,run_backtest,1e-06,1427,100.0,2608,45.28,1181
2,2.2,12,200,0,55,65,20,0.75,-0.4905,run_backtest,1e-06,1427,100.0,2607,45.26,1180
0,2.2,12,100,0,55,60,20,1.0,-0.4963,run_backtest,1e-06,1416,100.0,2604,45.62,1188
0,2.2,12,200,0,55,60,20,1.0,-0.4987,run_backtest,1e-06,1416,100.0,2603,45.6,1187
0,2.2,12,100,0,55,65,20,1.0,-0.5035,run_backtest,1e-06,1431,100.0,2593,44.81,1162
0,2.2,12,200,0,55,65,20,1.0,-0.506,run_backtest,1e-06,1431,100.0,2592,44.79,1161
2,2.2,20,100,0,60,60,20,0.75,-0.4888,run_backtest,1e-06,1395,100.0,2582,45.97,1187
2,2.2,20,200,0,60,60,20,0.75,-0.4913,run_backtest,1e-06,1395,100.0,2581,45.95,1186
2,2.2,20,100,0,55,60,20,0.75,-0.4893,run_backtest,1e-06,1393,100.0,2575,45.9,1182
2,2.2,20,200,0,55,60,20,0.75,-0.4918,run_backtest,1e-06,1393,100.0,2574,45.88,1181
2,2.2,20,100,0,60,65,20,0.75,-0.5032,run_backtest,1e-06,1404,100.0,2550,44.94,1146
2,2.2,20,200,0,60,65,20,0.75,-0.5057,run_backtest,1e-06,1404,100.0,2549,44.92,1145
2,2.2,20,100,0,55,65,20,0.75,-0.5047,run_backtest,1e-06,1402,100.0,2543,44.87,1141
2,2.2,20,200,0,55,65,20,0.75,-0.5072,run_backtest,1e-06,1402,100.0,2542,44.85,1140
2,2.0,20,200,0,60,60,20,1.0,-0.5075,run_backtest,1e-06,1339,100.0,2462,45.61,1123
2,2.0,20,100,0,60,65,20,1.0,-0.5173,run_backtest,1e-06,1355,100.0,2447,44.63,1092
2,2.0,20,200,0,60,65,20,1.0,-0.5198,run_backtest,1e-06,1355,100.0,2446,44.6,1091
2,2.0,20,100,0,55,65,20,1.0,-0.5188,run_backtest,1e-06,1349,100.0,2434,44.58,1085
2,2.0,20,200,0,55,65,20,1.0,-0.5214,run_backtest,1e-06,1349,100.0,2433,44.55,1084
0,1.8,12,100,0,60,60,20,0.75,-0.4423,run_backtest,0.0,2758,100.0,5070,45.6,2312
0,1.8,12,200,0,60,60,20,0.75,-0.4435,run_backtest,0.0,2758,100.0,5069,45.59,2311
0,1.8,12,100,0,60,65,20,0.75,-0.4379,run_backtest,0.0,2785,100.0,5065,45.01,2280
0,1.8,12,200,0,60,65,20,0.75,-0.4391,run_backtest,0.0,2785,100.0,5064,45.0,2279
0,1.8,12,100,0,55,60,20,0.75,-0.4435,run_backtest,0.0,2719,100.0,4999,45.61,2280
0,1.8,12,200,0,55,60,20,0.75,-0.4448,run_backtest,0.0,2719,100.0,4998,45.6,2279
0,1.8,12,100,0,55,65,20,0.75,-0.439,run_backtest,0.0,2743,100.0,4994,45.07,2251
0,1.8,12,200,0,55,65,20,0.75,-0.4403,run_backtest,0.0,2743,100.0,4993,45.06,2250
0,1.8,14,100,0,60,60,20,0.75,-0.4742,run_backtest,0.0,2597,100.0,4774,45.6,2177
0,1.8,14,200,0,60,60,20,0.75,-0.4755,run_backtest,0.0,2597,100.0,4773,45.59,2176
0,1.8,14,100,0,60,65,20,0.75,-0.4752,run_backtest,0.0,2630,100.0,4767,44.83,2137
0,1.8,14,200,0,60,65,20,0.75,-0.4765,run_backtest,0.0,2630,100.0,4766,44.82,2136
0,1.8,14,100,0,55,60,20,0.75,-0.475,run_backtest,0.0,2568,100.0,4720,45.59,2152
0,1.8,14,200,0,55,60,20,0.75,-0.4763,run_backtest,0.0,2568,100.0,4719,45.58,2151
0,1.8,14,100,0,55,65,20,0.75,-0.4763,run_backtest,0.0,2597,100.0,4714,44.91,2117
0,1.8,14,200,0,55,65,20,0.75,-0.4776,run_backtest,0.0,2597,100.0,4713,44.9,2116
0,2.0,12,100,0,60,60,20,0.75,-0.4633,run_backtest,0.0,2284,100.0,4218,45.85,1934
0,2.0,12,200,0,60,60,20,0.75,-0.4648,run_backtest,0.0,2284,100.0,4217,45.84,1933
0,2.0,12,100,0,60,65,20,0.75,-0.4642,run_backtest,0.0,2308,100.0,4201,45.06,1893
0,2.0,12,200,0,60,65,20,0.75,-0.4657,run_backtest,0.0,2308,100.0,4200,45.05,1892
0,2.0,12,100,0,55,60,20,0.75,-0.4643,run_backtest,0.0,2265,100.0,4178,45.79,1913
0,2.0,12,200,0,55,60,20,0.75,-0.4658,run_backtest,0.0,2265,100.0,4177,45.77,1912
0,2.0,12,100,0,55,65,20,0.75,-0.4655,run_backtest,0.0,2287,100.0,4161,45.04,1874
0,2.0,12,200,0,55,65,20,0.75,-0.467,run_backtest,0.0,2287,100.0,4160,45.02,1873
2,1.8,12,100,0,60,60,20,0.75,-0.4482,run_backtest,0.0,2264,100.0,4135,45.25,1871
2,1.8,12,200,0,60,60,20,0.75,-0.4498,run_backtest,0.0,2264,100.0,4134,45.23,1870
2,1.8,12,100,0,60,65,20,0.75,-0.4438,run_backtest,0.0,2289,100.0,4127,44.54,1838
2,1.8,12,200,0,60,65,20,0.75,-0.4453,run_backtest,0.0,2289,100.0,4126,44.52,1837
0,2.0,14,100,0,60,60,20,0.75,-0.4518,run_backtest,0.0,2220,100.0,4108,45.96,1888
0,2.0,14,200,0,60,60,20,0.75,-0.4534,run_backtest,0.0,2220,100.0,4107,45.95,1887
0,2.0,14,100,0,60,65,20,0.75,-0.4553,run_backtest,0.0,2243,100.0,4096,45.24,1853
0,2.0,14,200,0,60,65,20,0.75,-0.4568,run_backtest,0.0,2243,100.0,4095,45.23,1852
2,1.8,12,100,0,55,60,20,0.75,-0.4503,run_backtest,0.0,2229,100.0,4072,45.26,1843
2,1.8,12,200,0,55,60,20,0.75,-0.4519,run_backtest,0.0,2229,100.0,4071,45.25,1842
0,2.0,14,100,0,55,60,20,0.75,-0.4538,run_backtest,0.0,2202,100.0,4071,45.91,1869
0,2.0,14,200,0,55,60,20,0.75,-0.4553,run_backtest,0.0,2202,100.0,4070,45.9,1868
0,1.8,20,100,0,60,60,20,0.75,-0.4504,run_backtest,0.0,2189,100.0,4068,46.19,1879
0,1.8,20,200,0,60,60,20,0.75,-0.452,run_backtest,0.0,2189,100.0,4067,46.18,1878
2,1.8,12,100,0,55,65,20,0.75,-0.4451,run_backtest,0.0,2251,100.0,4065,44.62,1814
2,1.8,12,200,0,55,65,20,0.75,-0.4466,run_backtest,0.0,2251,100.0,4064,44.61,1813
0,2.0,14,100,0,55,65,20,0.75,-0.457,run_backtest,0.0,2224,100.0,4059,45.21,1835
0,2.0,14,200,0,55,65,20,0.75,-0.4586,run_backtest,0.0,2224,100.0,4058,45.19,1834
0,1.8,20,100,0,60,65,20,0.75,-0.4517,run_backtest,0.0,2215,100.0,4056,45.39,1841
0,1.8,20,200,0,60,65,20,0.75,-0.4532,run_backtest,0.0,2215,100.0,4055,45.38,1840
0,1.8,20,100,0,55,60,20,0.75,-0.4494,run_backtest,0.0,2177,100.0,4045,46.18,1868
0,1.8,20,200,0,55,60,20,0.75,-0.451,run_backtest,0.0,2177,100.0,4044,46.17,1867
0,1.8,20,100,0,55,65,20,0.75,-0.4506,run_backtest,0.0,2202,100.0,4034,45.41,1832
0,1.8,20,200,0,55,65,20,0.75,-0.4522,run_backtest,0.0,2202,100.0,4033,45.4,1831
2,1.8,14,100,0,60,60,20,0.75,-0.5003,run_backtest,0.0,2149,100.0,3919,45.16,1770
2,1.8,14,200,0,60,60,20,0.75,-0.5019,run_backtest,0.0,2149,100.0,3918,45.15,1769
2,1.8,14,100,0,60,65,20,0.75,-0.5013,run_backtest,0.0,2173,100.0,3908,44.4,1735
2,1.8,14,200,0,60,65,20,0.75,-0.5029,run_backtest,0.0,2173,100.0,3907,44.38,1734
2,1.8,14,100,0,55,60,20,0.75,-0.5023,run_backtest,0.0,2124,100.0,3873,45.16,1749
0,1.8,12,100,0,60,60,20,1.0,-0.422,run_backtest,0.0,2092,100.0,3872,45.97,1780
2,1.8,14,200,0,55,60,20,0.75,-0.504,run_backtest,0.0,2124,100.0,3872,45.14,1748
0,1.8,12,200,0,60,60,20,1.0,-0.4237,run_backtest,0.0,2092,100.0,3871,45.96,1779
0,1.8,12,100,0,60,65,20,1.0,-0.4213,run_backtest,0.0,2105,100.0,3868,45.58,1763
0,1.8,12,200,0,60,65,20,1.0,-0.4229,run_backtest,0.0,2105,100.0,3867,45.57,1762
2,1.8,14,100,0,55,65,20,0.75,-0.5029,run_backtest,0.0,2144,100.0,3863,44.5,1719
2,1.8,14,200,0,55,65,20,0.75,-0.5045,run_backtest,0.0,2144,100.0,3862,44.48,1718
0,1.8,12,100,0,55,60,20,1.0,-0.4238,run_backtest,0.0,2070,100.0,3830,45.95,1760
0,1.8,12,200,0,55,60,20,1.0,-0.4254,run_backtest,0.0,2070,100.0,3829,45.94,1759
0,1.8,12,100,0,55,65,20,1.0,-0.423,run_backtest,0.0,2082,100.0,3826,45.58,1744
0,1.8,12,200,0,55,65,20,1.0,-0.4246,run_backtest,0.0,2082,100.0,3825,45.57,1743
0,2.0,20,100,0,60,60,20,0.75,-0.466,run_backtest,0.0,2007,100.0,3734,46.25,1727
0,2.0,20,200,0,60,60,20,0.75,-0.4677,run_backtest,0.0,2007,100.0,3733,46.24,1726
0,2.0,20,100,0,55,60,20,0.75,-0.4655,run_backtest,0.0,2001,100.0,3720,46.21,1719
0,2.0,20,200,0,55,60,20,0.75,-0.4671,run_backtest,0.0,2001,100.0,3719,46.2,1718
0,2.0,20,100,0,60,65,20,0.75,-0.4768,run_backtest,0.0,2037,100.0,3717,45.2,1680
0,2.0,20,200,0,60,65,20,0.75,-0.4785,run_backtest,0.0,2037,100.0,3716,45.18,1679
0,2.0,20,100,0,55,65,20,0.75,-0.4771,run_backtest,0.0,2030,100.0,3703,45.18,1673
0,2.0,20,200,0,55,65,20,0.75,-0.4788,run_backtest,0.0,2030,100.0,3702,45.16,1672
0,1.8,14,100,0,60,60,20,1.0,-0.4702,run_backtest,0.0,1971,100.0,3619,45.54,1648
0,1.8,14,200,0,60,60,20,1.0,-0.472,run_backtest,0.0,1971,100.0,3618,45.52,1647
0,1.8,14,100,0,60,65,20,1.0,-0.4779,run_backtest,0.0,1995,100.0,3617,44.84,1622
0,1.8,14,200,0,60,65,20,1.0,-0.4797,run_backtest,0.0,1995,100.0,3616,44.83,1621
0,1.8,14,100,0,55,60,20,1.0,-0.4715,run_backtest,0.0,1954,100.0,3586,45.51,1632
0,1.8,14,200,0,55,60,20,1.0,-0.4733,run_backtest,0.0,1954,100.0,3585,45.5,1631
0,1.8,14,100,0,55,65,20,1.0,-0.4794,run_backtest,0.0,1975,100.0,3584,44.89,1609
0,1.8,14,200,0,55,65,20,1.0,-0.4811,run_backtest,0.0,1975,100.0,3583,44.88,1608
2,1.8,20,100,0,60,60,20,0.75,-0.4851,run_backtest,0.0,1884,100.0,3458,45.52,1574
2,1.8,20,200,0,60,60,20,0.75,-0.4869,run_backtest,0.0,1884,100.0,3457,45.5,1573
2,2.0,12,100,0,60,60,20,0.75,-0.4623,run_backtest,0.0,1878,100.0,3448,45.53,1570
2,2.0,12,200,0,60,60,20,0.75,-0.4642,run_backtest,0.0,1878,100.0,3447,45.52,1569
2,1.8,20,100,0,60,65,20,0.75,-0.4872,run_backtest,0.0,1904,100.0,3443,44.7,1539
2,1.8,20,200,0,60,65,20,0.75,-0.4891,run_backtest,0.0,1904,100.0,3442,44.68,1538
2,1.8,20,100,0,55,60,20,0.75,-0.4824,run_backtest,0.0,1873,100.0,3441,45.57,1568
2,1.8,20,200,0,55,60,20,0.75,-0.4842,run_backtest,0.0,1873,100.0,3440,45.55,1567
2,2.0,12,100,0,60,65,20,0.75,-0.4595,run_backtest,0.0,1897,100.0,3429,44.68,1532
2,2.0,12,200,0,60,65,20,0.75,-0.4613,run_backtest,0.0,1897,100.0,3428,44.66,1531
2,1.8,20,100,0,55,65,20,0.75,-0.4836,run_backtest,0.0,1891,100.0,3426,44.8,1535
2,1.8,20,200,0,55,65,20,0.75,-0.4854,run_backtest,0.0,1891,100.0,3425,44.79,1534
2,2.0,12,100,0,55,60,20,0.75,-0.4618,run_backtest,0.0,1858,100.0,3410,45.51,1552
2,2.0,12,200,0,55,60,20,0.75,-0.4636,run_backtest,0.0,1858,100.0,3409,45.5,1551
2,2.0,12,100,0,55,65,20,0.75,-0.4588,run_backtest,0.0,1875,100.0,3392,44.72,1517
2,2.0,12,200,0,55,65,20,0.75,-0.4606,run_backtest,0.0,1875,100.0,3391,44.71,1516
0,2.0,12,100,0,60,60,20,1.0,-0.443,run_backtest,0.0,1818,100.0,3362,45.93,1544
2,2.0,14,100,0,60,60,20,0.75,-0.4653,run_backtest,0.0,1824,100.0,3362,45.75,1538
0,2.0,12,200,0,60,60,20,1.0,-0.4449,run_backtest,0.0,1818,100.0,3361,45.91,1543
2,2.0,14,200,0,60,60,20,0.75,-0.4672,run_backtest,0.0,1824,100.0,3361,45.73,1537
0,2.0,12,100,0,60,65,20,1.0,-0.4506,run_backtest,0.0,1832,100.0,3351,45.33,1519
0,2.0,12,200,0,60,65,20,1.0,-0.4525,run_backtest,0.0,1832,100.0,3350,45.31,1518
2,2.0,14,100,0,60,65,20,0.75,-0.469,run_backtest,0.0,1845,100.0,3347,44.88,1502
2,2.0,14,200,0,60,65,20,0.75,-0.4709,run_backtest,0.0,1845,100.0,3346,44.86,1501
0,2.0,12,100,0,55,60,20,1.0,-0.4445,run_backtest,0.0,1804,100.0,3334,45.89,1530
0,2.0,12,200,0,55,60,20,1.0,-0.4464,run_backtest,0.0,1804,100.0,3333,45.87,1529
2,2.0,14,100,0,55,60,20,0.75,-0.4662,run_backtest,0.0,1805,100.0,3326,45.73,1521
2,2.0,14,200,0,55,60,20,0.75,-0.4681,run_backtest,0.0,1805,100.0,3325,45.71,1520
0,2.0,12,100,0,55,65,20,1.0,-0.4525,run_backtest,0.0,1818,100.0,3323,45.29,1505
0,2.0,12,200,0,55,65,20,1.0,-0.4544,run_backtest,0.0,1818,100.0,3322,45.27,1504
2,2.0,14,100,0,55,65,20,0.75,-0.4697,run_backtest,0.0,1825,100.0,3311,44.88,1486
2,2.0,14,200,0,55,65,20,0.75,-0.4716,run_backtest,0.0,1825,100.0,3310,44.86,1485
0,2.2,14,100,0,60,60,20,0.75,-0.4718,run_backtest,0.0,1757,100.0,3290,46.6,1533
0,2.2,14,200,0,60,60,20,0.75,-0.4737,run_backtest,0.0,1757,100.0,3289,46.58,1532
0,2.2,14,100,0,55,60,20,0.75,-0.4744,run_backtest,0.0,1750,100.0,3271,46.5,1521
0,2.2,14,200,0,55,60,20,0.75,-0.4763,run_backtest,0.0,1750,100.0,3270,46.48,1520
0,2.2,14,100,0,60,65,20,0.75,-0.4692,run_backtest,0.0,1773,100.0,3268,45.75,1495
0,2.2,14,200,0,60,65,20,0.75,-0.4711,run_backtest,0.0,1773,100.0,3267,45.73,1494
0,2.0,14,100,0,60,60,20,1.0,-0.4129,run_backtest,0.0,1739,100.0,3256,46.59,1517
0,2.0,14,200,0,60,60,20,1.0,-0.4148,run_backtest,0.0,1739,100.0,3255,46.57,1516
2,1.8,12,100,0,60,60,20,1.0,-0.4265,run_backtest,0.0,1770,100.0,3253,45.59,1483
2,1.8,12,200,0,60,60,20,1.0,-0.4284,run_backtest,0.0,1770,100.0,3252,45.57,1482
0,2.2,14,100,0,55,65,20,0.75,-0.472,run_backtest,0.0,1766,100.0,3249,45.64,1483
2,1.8,12,100,0,60,65,20,1.0,-0.4254,run_backtest,0.0,1781,100.0,3248,45.17,1467
0,2.2,14,200,0,55,65,20,0.75,-0.474,run_backtest,0.0,1766,100.0,3248,45.63,1482
2,1.8,12,200,0,60,65,20,1.0,-0.4273,run_backtest,0.0,1781,100.0,3247,45.15,1466
0,2.0,14,100,0,60,65,20,1.0,-0.425,run_backtest,0.0,1756,100.0,3247,45.92,1491
0,2.0,14,200,0,60,65,20,1.0,-0.4269,run_backtest,0.0,1756,100.0,3246,45.9,1490
0,2.0,14,100,0,55,60,20,1.0,-0.4155,run_backtest,0.0,1725,100.0,3228,46.56,1503
0,2.0,14,200,0,55,60,20,1.0,-0.4174,run_backtest,0.0,1725,100.0,3227,46.54,1502
0,2.0,14,100,0,55,65,20,1.0,-0.4276,run_backtest,0.0,1742,100.0,3219,45.88,1477
0,2.0,14,200,0,55,65,20,1.0,-0.4295,run_backtest,0.0,1742,100.0,3218,45.87,1476
2,1.8,12,100,0,55,60,20,1.0,-0.4287,run_backtest,0.0,1749,100.0,3212,45.55,1463
2,1.8,12,200,0,55,60,20,1.0,-0.4307,run_backtest,0.0,1749,100.0,3211,45.53,1462
2,1.8,12,100,0,55,65,20,1.0,-0.4276,run_backtest,0.0,1759,100.0,3207,45.15,1448
2,1.8,12,200,0,55,65,20,1.0,-0.4295,run_backtest,0.0,1759,100.0,3206,45.13,1447
0,2.2,12,100,0,60,60,20,0.75,-0.5071,run_backtest,0.0,1707,100.0,3158,45.95,1451
0,2.2,12,200,0,60,60,20,0.75,-0.5091,run_backtest,0.0,1707,100.0,3157,45.93,1450
0,2.2,12,100,0,60,65,20,0.75,-0.5028,run_backtest,0.0,1725,100.0,3143,45.12,1418
0,2.2,20,100,0,60,60,20,0.75,-0.4636,run_backtest,0.0,1690,100.0,3143,46.23,1453
0,2.2,12,200,0,60,65,20,0.75,-0.5048,run_backtest,0.0,1725,100.0,3142,45.1,1417
0,2.2,20,200,0,60,60,20,0.75,-0.4656,run_backtest,0.0,1690,100.0,3142,46.21,1452
0,2.2,20,100,0,55,60,20,0.75,-0.4639,run_backtest,0.0,1688,100.0,3136,46.17,1448
0,2.2,20,200,0,55,60,20,0.75,-0.4659,run_backtest,0.0,1688,100.0,3135,46.16,1447
0,2.2,12,100,0,55,60,20,0.75,-0.5079,run_backtest,0.0,1695,100.0,3134,45.92,1439
0,2.2,12,200,0,55,60,20,0.75,-0.5099,run_backtest,0.0,1695,100.0,3133,45.9,1438
0,2.2,12,100,0,55,65,20,0.75,-0.5045,run_backtest,0.0,1714,100.0,3119,45.05,1405
0,2.2,12,200,0,55,65,20,0.75,-0.5065,run_backtest,0.0,1714,100.0,3118,45.03,1404
0,2.2,20,100,0,60,65,20,0.75,-0.4821,run_backtest,0.0,1710,100.0,3116,45.12,1406
0,2.2,20,200,0,60,65,20,0.75,-0.4841,run_backtest,0.0,1710,100.0,3115,45.1,1405
0,2.2,20,100,0,55,65,20,0.75,-0.4833,run_backtest,0.0,1708,100.0,3109,45.06,1401
0,2.2,20,200,0,55,65,20,0.75,-0.4853,run_backtest,0.0,1708,100.0,3108,45.05,1400
2,2.0,20,100,0,60,60,20,0.75,-0.4822,run_backtest,0.0,1663,100.0,3080,46.01,1417
2,2.0,20,200,0,60,60,20,0.75,-0.4843,run_backtest,0.0,1663,100.0,3079,45.99,1416
2,2.0,20,100,0,55,60,20,0.75,-0.482,run_backtest,0.0,1658,100.0,3067,45.94,1409
2,2.0,20,200,0,55,60,20,0.75,-0.484,run_backtest,0.0,1658,100.0,3066,45.92,1408
2,1.8,14,100,0,60,60,20,1.0,-0.4996,run_backtest,0.0,1680,100.0,3053,44.97,1373
0,1.8,20,100,0,60,60,20,1.0,-0.45,run_backtest,0.0,1648,100.0,3053,46.02,1405
2,2.0,20,100,0,60,65,20,0.75,-0.4972,run_backtest,0.0,1682,100.0,3053,44.91,1371
2,1.8,14,200,0,60,60,20,1.0,-0.5017,run_backtest,0.0,1680,100.0,3052,44.95,1372
0,1.8,20,200,0,60,60,20,1.0,-0.452,run_backtest,0.0,1648,100.0,3052,46.0,1404
2,2.0,20,200,0,60,65,20,0.75,-0.4993,run_backtest,0.0,1682,100.0,3052,44.89,1370
0,1.8,20,100,0,60,65,20,1.0,-0.4496,run_backtest,0.0,1667,100.0,3048,45.31,1381
2,1.8,14,100,0,60,65,20,1.0,-0.5058,run_backtest,0.0,1694,100.0,3047,44.4,1353
0,1.8,20,200,0,60,65,20,1.0,-0.4517,run_backtest,0.0,1667,100.0,3047,45.29,1380
2,1.8,14,200,0,60,65,20,1.0,-0.5079,run_backtest,0.0,1694,100.0,3046,44.39,1352
2,2.0,20,100,0,55,65,20,0.75,-0.4979,run_backtest,0.0,1676,100.0,3040,44.87,1364
2,2.0,20,200,0,55,65,20,0.75,-0.5,run_backtest,0.0,1676,100.0,3039,44.85,1363
0,1.8,20,100,0,55,60,20,1.0,-0.4507,run_backtest,0.0,1639,100.0,3033,45.96,1394
0,1.8,20,200,0,55,60,20,1.0,-0.4527,run_backtest,0.0,1639,100.0,3032,45.94,1393
0,1.8,20,100,0,55,65,20,1.0,-0.4499,run_backtest,0.0,1657,100.0,3029,45.3,1372
0,1.8,20,200,0,55,65,20,1.0,-0.4519,run_backtest,0.0,1657,100.0,3028,45.28,1371
2,1.8,14,100,0,55,60,20,1.0,-0.5032,run_backtest,0.0,1664,100.0,3021,44.92,1357
2,1.8,14,200,0,55,60,20,1.0,-0.5053,run_backtest,0.0,1664,100.0,3020,44.9,1356
2,1.8,14,100,0,55,65,20,1.0,-0.5095,run_backtest,0.0,1675,100.0,3015,44.44,1340
2,1.8,14,200,0,55,65,20,1.0,-0.5116,run_backtest,0.0,1675,100.0,3014,44.43,1339
0,2.0,20,100,0,60,60,20,1.0,-0.4624,run_backtest,0.0,1567,100.0,2916,46.26,1349
0,2.0,20,200,0,60,60,20,1.0,-0.4645,run_backtest,0.0,1567,100.0,2915,46.24,1348
0,2.0,20,100,0,60,65,20,1.0,-0.4691,run_backtest,0.0,1589,100.0,2906,45.32,1317
0,2.0,20,200,0,60,65,20,1.0,-0.4713,run_backtest,0.0,1589,100.0,2905,45.3,1316
