vol_buy_x,ema_fast,ema_slow,base_k,ratio_max,regime_ratio,stop_mult,trail_mult_TR,tp_mult_TR,trail_mult_RG,tp_mult_RG,cooldown,trades,wins,losses,win_rate_pct,equity_multiple
0.95,20,100,1.8,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,20,8,12,40.0,0.952115
0.95,20,100,1.8,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,20,8,12,40.0,0.952115
0.95,20,100,1.8,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,20,8,12,40.0,0.952115
0.95,20,100,1.8,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,20,8,12,40.0,0.952115
0.95,20,100,1.8,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,20,8,12,40.0,0.925491
0.95,20,100,1.8,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,20,8,12,40.0,0.925491
0.95,20,100,1.8,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,20,8,12,40.0,0.925491
0.95,20,100,1.8,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,20,8,12,40.0,0.925491
0.95,20,100,1.8,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,20,100,1.8,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,100,1.8,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,20,200,1.6,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.955357
0.95,20,200,1.6,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.955357
0.95,20,200,1.6,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.955357
0.95,20,200,1.6,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.955357
0.95,20,200,1.6,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,20,200,1.6,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,20,200,1.6,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,20,200,1.6,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,20,200,1.6,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,24,12,12,50.0,0.974248
0.95,20,200,1.6,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,24,12,12,50.0,0.974248
0.95,20,200,1.6,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,24,12,12,50.0,0.974248
0.95,20,200,1.6,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,24,12,12,50.0,0.974248
0.95,20,200,1.6,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,24,12,12,50.0,0.954055
0.95,20,200,1.6,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,20,200,1.6,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,20,200,1.6,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,20,200,1.6,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,20,200,1.6,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.6,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,20,200,1.8,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,19,7,12,36.84,0.943004
0.95,20,200,1.8,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,19,7,12,36.84,0.916635
0.95,20,200,1.8,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,20,200,1.8,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,20,200,1.8,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,100,1.6,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,26,14,12,53.85,0.979399
0.95,50,100,1.6,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,26,14,12,53.85,0.979399
0.95,50,100,1.6,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,26,14,12,53.85,0.979399
0.95,50,100,1.6,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,26,14,12,53.85,0.979399
0.95,50,100,1.6,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,28,13,15,46.43,0.939908
0.95,50,100,1.6,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,28,13,15,46.43,0.939908
0.95,50,100,1.6,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,28,13,15,46.43,0.939908
0.95,50,100,1.6,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,28,13,15,46.43,0.939908
0.95,50,100,1.6,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,25,14,11,56.0,0.998765
0.95,50,100,1.6,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,25,14,11,56.0,0.998765
0.95,50,100,1.6,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,25,14,11,56.0,0.998765
0.95,50,100,1.6,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,25,14,11,56.0,0.998765
0.95,50,100,1.6,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,25,14,11,56.0,0.978065
0.95,50,100,1.6,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,27,13,14,48.15,0.958494
0.95,50,100,1.6,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,27,13,14,48.15,0.958494
0.95,50,100,1.6,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,27,13,14,48.15,0.958494
0.95,50,100,1.6,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,27,13,14,48.15,0.958494
0.95,50,100,1.6,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.6,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,27,14,13,51.85,0.959048
0.95,50,100,1.8,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,20,9,11,45.0,0.966735
0.95,50,100,1.8,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,20,9,11,45.0,0.939702
0.95,50,100,1.8,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,22,8,14,36.36,0.927755
0.95,50,100,1.8,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,100,1.8,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.928847
0.95,50,200,1.6,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,25,13,12,52.0,0.970026
0.95,50,200,1.6,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,25,13,12,52.0,0.970026
0.95,50,200,1.6,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,25,13,12,52.0,0.970026
0.95,50,200,1.6,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,25,13,12,52.0,0.970026
0.95,50,200,1.6,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,50,200,1.6,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,50,200,1.6,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,50,200,1.6,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,26,12,14,46.15,0.94526
0.95,50,200,1.6,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,24,13,11,54.17,0.989208
0.95,50,200,1.6,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,24,13,11,54.17,0.989208
0.95,50,200,1.6,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,24,13,11,54.17,0.989208
0.95,50,200,1.6,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,24,13,11,54.17,0.989208
0.95,50,200,1.6,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,24,13,11,54.17,0.968705
0.95,50,200,1.6,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,50,200,1.6,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,50,200,1.6,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,50,200,1.6,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.963952
0.95,50,200,1.6,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.6,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,25,12,13,48.0,0.943972
0.95,50,200,1.8,1.4,1.05,1.0,2.0,3.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.4,1.05,1.0,2.0,4.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.4,1.05,1.0,2.5,3.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.4,1.05,1.0,2.5,4.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.4,1.05,1.5,2.0,3.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.4,1.05,1.5,2.0,4.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.4,1.05,1.5,2.5,3.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.4,1.05,1.5,2.5,4.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.4,1.15,1.0,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.4,1.15,1.0,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.4,1.15,1.0,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.4,1.15,1.0,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.4,1.15,1.5,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.4,1.15,1.5,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.4,1.15,1.5,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.4,1.15,1.5,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.6,1.05,1.0,2.0,3.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.6,1.05,1.0,2.0,4.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.6,1.05,1.0,2.5,3.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.6,1.05,1.0,2.5,4.0,1.5,1.5,1,19,8,11,42.11,0.957484
0.95,50,200,1.8,1.6,1.05,1.5,2.0,3.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.6,1.05,1.5,2.0,4.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.6,1.05,1.5,2.5,3.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.6,1.05,1.5,2.5,4.0,1.5,1.5,1,19,8,11,42.11,0.93071
0.95,50,200,1.8,1.6,1.15,1.0,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.6,1.15,1.0,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.6,1.15,1.0,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.6,1.15,1.0,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.933038
0.95,50,200,1.8,1.6,1.15,1.5,2.0,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.6,1.15,1.5,2.0,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.6,1.15,1.5,2.5,3.0,1.5,1.5,1,20,7,13,35.0,0.906947
0.95,50,200,1.8,1.6,1.15,1.5,2.5,4.0,1.5,1.5,1,20,7,13,35.0,0.906947
