BB_COOLDOWN_BARS,BB_K,EMA_TREND_N,FEE_BPS,REQUIRE_TREND,RSI_BUY_MAX,RSI_SELL_MIN,SLIP_BPS,VOL_MA_N,VOL_MULT,avg_trade_ret_pct,entry_func,equity_multiple,losses,max_drawdown_pct,trades,win_rate_pct,wins
2,2.2,100,12.5,0,60,60,12.5,20,1.0,-0.679,run_backtest,0.940062,6,6.63,9,33.33,3
2,2.2,100,12.5,0,60,65,12.5,20,1.0,-0.679,run_backtest,0.940062,6,6.63,9,33.33,3
0,2.4,100,12.5,0,55,60,12.5,20,1.0,-0.4733,run_backtest,0.962134,4,5.31,8,50.0,4
0,2.4,100,12.5,0,55,65,12.5,20,1.0,-0.4733,run_backtest,0.962134,4,5.31,8,50.0,4
0,2.4,100,12.5,0,60,60,12.5,20,1.0,-0.4733,run_backtest,0.962134,4,5.31,8,50.0,4
0,2.4,100,12.5,0,60,65,12.5,20,1.0,-0.4733,run_backtest,0.962134,4,5.31,8,50.0,4
2,2.2,200,12.5,0,55,60,12.5,20,1.0,-0.5338,run_backtest,0.957688,5,4.88,8,37.5,3
2,2.2,200,12.5,0,55,65,12.5,20,1.0,-0.5338,run_backtest,0.957688,5,4.88,8,37.5,3
2,2.2,200,12.5,0,60,60,12.5,20,1.0,-0.5338,run_backtest,0.957688,5,4.88,8,37.5,3
2,2.2,200,12.5,0,60,65,12.5,20,1.0,-0.5338,run_backtest,0.957688,5,4.88,8,37.5,3
2,2.6,100,12.5,0,55,60,12.5,20,0.85,-0.8422,run_backtest,0.934134,5,6.59,8,37.5,3
2,2.6,100,12.5,0,55,65,12.5,20,0.85,-0.8422,run_backtest,0.934134,5,6.59,8,37.5,3
2,2.6,100,12.5,0,60,60,12.5,20,0.85,-0.8422,run_backtest,0.934134,5,6.59,8,37.5,3
2,2.6,100,12.5,0,60,65,12.5,20,0.85,-0.8422,run_backtest,0.934134,5,6.59,8,37.5,3
2,2.4,100,12.5,0,55,60,12.5,20,0.85,-0.8567,run_backtest,0.932922,5,7.56,8,37.5,3
2,2.4,100,12.5,0,55,65,12.5,20,0.85,-0.8567,run_backtest,0.932922,5,7.56,8,37.5,3
2,2.4,100,12.5,0,60,60,12.5,20,0.85,-0.8567,run_backtest,0.932922,5,7.56,8,37.5,3
2,2.4,100,12.5,0,60,65,12.5,20,0.85,-0.8567,run_backtest,0.932922,5,7.56,8,37.5,3
0,2.6,200,12.5,0,55,60,12.5,20,1.0,-0.3603,run_backtest,0.974574,3,3.98,7,57.14,4
0,2.6,200,12.5,0,55,65,12.5,20,1.0,-0.3603,run_backtest,0.974574,3,3.98,7,57.14,4
0,2.6,200,12.5,0,60,60,12.5,20,1.0,-0.3603,run_backtest,0.974574,3,3.98,7,57.14,4
0,2.6,200,12.5,0,60,65,12.5,20,1.0,-0.3603,run_backtest,0.974574,3,3.98,7,57.14,4
2,2.6,100,12.5,0,55,60,12.5,20,1.0,-0.6723,run_backtest,0.953506,4,6.05,7,42.86,3
2,2.6,100,12.5,0,55,65,12.5,20,1.0,-0.6723,run_backtest,0.953506,4,6.05,7,42.86,3
2,2.6,100,12.5,0,60,60,12.5,20,1.0,-0.6723,run_backtest,0.953506,4,6.05,7,42.86,3
2,2.6,100,12.5,0,60,65,12.5,20,1.0,-0.6723,run_backtest,0.953506,4,6.05,7,42.86,3
0,2.4,200,12.5,0,55,60,12.5,20,1.0,-0.6724,run_backtest,0.953356,4,5.31,7,42.86,3
0,2.4,200,12.5,0,55,65,12.5,20,1.0,-0.6724,run_backtest,0.953356,4,5.31,7,42.86,3
0,2.4,200,12.5,0,60,60,12.5,20,1.0,-0.6724,run_backtest,0.953356,4,5.31,7,42.86,3
0,2.4,200,12.5,0,60,65,12.5,20,1.0,-0.6724,run_backtest,0.953356,4,5.31,7,42.86,3
2,2.4,100,12.5,0,55,60,12.5,20,1.0,-0.6889,run_backtest,0.952269,4,6.28,7,42.86,3
2,2.4,100,12.5,0,55,65,12.5,20,1.0,-0.6889,run_backtest,0.952269,4,6.28,7,42.86,3
2,2.4,100,12.5,0,60,60,12.5,20,1.0,-0.6889,run_backtest,0.952269,4,6.28,7,42.86,3
2,2.4,100,12.5,0,60,65,12.5,20,1.0,-0.6889,run_backtest,0.952269,4,6.28,7,42.86,3
2,2.6,200,12.5,0,55,60,12.5,20,0.85,-0.7985,run_backtest,0.944984,4,5.5,7,42.86,3
2,2.6,200,12.5,0,55,65,12.5,20,0.85,-0.7985,run_backtest,0.944984,4,5.5,7,42.86,3
2,2.6,200,12.5,0,60,60,12.5,20,0.85,-0.7985,run_backtest,0.944984,4,5.5,7,42.86,3
2,2.6,200,12.5,0,60,65,12.5,20,0.85,-0.7985,run_backtest,0.944984,4,5.5,7,42.86,3
2,2.4,200,12.5,0,55,60,12.5,20,0.85,-1.1106,run_backtest,0.924411,5,7.56,7,28.57,2
2,2.4,200,12.5,0,55,65,12.5,20,0.85,-1.1106,run_backtest,0.924411,5,7.56,7,28.57,2
2,2.4,200,12.5,0,60,60,12.5,20,0.85,-1.1106,run_backtest,0.924411,5,7.56,7,28.57,2
2,2.4,200,12.5,0,60,65,12.5,20,0.85,-1.1106,run_backtest,0.924411,5,7.56,7,28.57,2
2,2.6,200,12.5,0,55,60,12.5,20,1.0,-0.593,run_backtest,0.964582,3,4.96,6,50.0,3
2,2.6,200,12.5,0,55,65,12.5,20,1.0,-0.593,run_backtest,0.964582,3,4.96,6,50.0,3
2,2.6,200,12.5,0,60,60,12.5,20,1.0,-0.593,run_backtest,0.964582,3,4.96,6,50.0,3
2,2.6,200,12.5,0,60,65,12.5,20,1.0,-0.593,run_backtest,0.964582,3,4.96,6,50.0,3
2,2.4,200,12.5,0,55,60,12.5,20,1.0,-0.9571,run_backtest,0.943582,4,6.28,6,33.33,2
2,2.4,200,12.5,0,55,65,12.5,20,1.0,-0.9571,run_backtest,0.943582,4,6.28,6,33.33,2
2,2.4,200,12.5,0,60,60,12.5,20,1.0,-0.9571,run_backtest,0.943582,4,6.28,6,33.33,2
2,2.4,200,12.5,0,60,65,12.5,20,1.0,-0.9571,run_backtest,0.943582,4,6.28,6,33.33,2
0,2.2,100,12.5,1,55,60,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,200,12.5,1,55,60,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,100,12.5,1,55,65,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,200,12.5,1,55,65,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,100,12.5,1,60,60,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,200,12.5,1,60,60,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,100,12.5,1,60,65,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.2,200,12.5,1,60,65,12.5,20,0.85,-1.5489,run_backtest,0.969239,2,3.08,2,0.0,0
0,2.0,100,12.5,1,55,60,12.5,20,0.85,-1.6351,run_backtest,0.967549,2,3.25,2,0.0,0
0,2.0,200,12.5,1,55,60,12.5,20,0.85,-1.6351,run_backtest,0.967549,2,3.25,2,0.0,0
0,2.0,100,12.5,1,55,65,12.5,20,0.85,-1.6351,run_backtest,0.967549,2,3.25,2,0.0,0
