vol_x,ema_fast,ema_slow,base_k,ratio_max,adx_thr,stop_mult,trail_TR,tp_TR,trail_RG,tp_RG,cooldown,trades,wins,losses,win_rate_pct,equity_multiple
0.85,50,200,1.8,1.6,22,1.0,2.0,4.0,1.5,1.5,1,25,13,12,52.0,1.001463
0.85,50,200,1.8,1.6,22,1.0,2.5,3.0,1.5,1.5,1,25,13,12,52.0,1.001463
0.85,50,200,1.8,1.6,22,1.0,2.5,4.0,1.5,1.5,1,25,13,12,52.0,1.001463
0.85,50,200,1.8,1.6,22,1.5,2.0,3.0,1.5,1.5,1,25,13,12,52.0,0.981633
0.85,50,200,1.8,1.6,22,1.5,2.0,4.0,1.5,1.5,1,25,13,12,52.0,0.981633
0.85,50,200,1.8,1.6,22,1.5,2.5,3.0,1.5,1.5,1,25,13,12,52.0,0.981633
0.85,50,200,1.8,1.6,22,1.5,2.5,4.0,1.5,1.5,1,25,13,12,52.0,0.981633
0.95,20,100,1.6,1.4,18,1.0,2.0,3.0,1.5,1.5,1,33,16,17,48.48,0.985167
0.95,20,100,1.6,1.4,18,1.0,2.0,4.0,1.5,1.5,1,33,16,17,48.48,0.985167
0.95,20,100,1.6,1.4,18,1.0,2.5,3.0,1.5,1.5,1,33,16,17,48.48,0.985167
0.95,20,100,1.6,1.4,18,1.0,2.5,4.0,1.5,1.5,1,33,16,17,48.48,0.985167
0.95,20,100,1.6,1.4,18,1.5,2.0,3.0,1.5,1.5,1,33,16,17,48.48,0.976951
0.95,20,100,1.6,1.4,18,1.5,2.0,4.0,1.5,1.5,1,33,16,17,48.48,0.976951
0.95,20,100,1.6,1.4,18,1.5,2.5,3.0,1.5,1.5,1,33,16,17,48.48,0.976951
0.95,20,100,1.6,1.4,18,1.5,2.5,4.0,1.5,1.5,1,33,16,17,48.48,0.976951
0.95,20,100,1.6,1.4,22,1.0,2.0,3.0,1.5,1.5,1,34,17,17,50.0,1.001044
0.95,20,100,1.6,1.4,22,1.0,2.0,4.0,1.5,1.5,1,34,17,17,50.0,1.001044
0.95,20,100,1.6,1.4,22,1.0,2.5,3.0,1.5,1.5,1,34,17,17,50.0,1.001044
0.95,20,100,1.6,1.4,22,1.0,2.5,4.0,1.5,1.5,1,34,17,17,50.0,1.001044
0.95,20,100,1.6,1.4,22,1.5,2.0,3.0,1.5,1.5,1,34,17,17,50.0,0.992695
0.95,20,100,1.6,1.4,22,1.5,2.0,4.0,1.5,1.5,1,34,17,17,50.0,0.992695
0.95,20,100,1.6,1.4,22,1.5,2.5,3.0,1.5,1.5,1,34,17,17,50.0,0.992695
0.95,20,100,1.6,1.4,22,1.5,2.5,4.0,1.5,1.5,1,34,17,17,50.0,0.992695
0.95,20,100,1.6,1.6,18,1.0,2.0,3.0,1.5,1.5,1,33,16,17,48.48,0.990653
0.95,20,100,1.6,1.6,18,1.0,2.0,4.0,1.5,1.5,1,33,16,17,48.48,0.990653
0.95,20,100,1.6,1.6,18,1.0,2.5,3.0,1.5,1.5,1,33,16,17,48.48,0.990653
0.95,20,100,1.6,1.6,18,1.0,2.5,4.0,1.5,1.5,1,33,16,17,48.48,0.990653
0.95,20,100,1.6,1.6,18,1.5,2.0,3.0,1.5,1.5,1,33,16,17,48.48,0.982392
0.95,20,100,1.6,1.6,18,1.5,2.0,4.0,1.5,1.5,1,33,16,17,48.48,0.982392
0.95,20,100,1.6,1.6,18,1.5,2.5,3.0,1.5,1.5,1,33,16,17,48.48,0.982392
0.95,20,100,1.6,1.6,18,1.5,2.5,4.0,1.5,1.5,1,33,16,17,48.48,0.982392
0.95,20,100,1.6,1.6,22,1.0,2.0,3.0,1.5,1.5,1,34,17,17,50.0,1.006619
0.95,20,100,1.6,1.6,22,1.0,2.0,4.0,1.5,1.5,1,34,17,17,50.0,1.006619
0.95,20,100,1.6,1.6,22,1.0,2.5,3.0,1.5,1.5,1,34,17,17,50.0,1.006619
0.95,20,100,1.6,1.6,22,1.0,2.5,4.0,1.5,1.5,1,34,17,17,50.0,1.006619
0.95,20,100,1.6,1.6,22,1.5,2.0,3.0,1.5,1.5,1,34,17,17,50.0,0.998224
0.95,20,100,1.6,1.6,22,1.5,2.0,4.0,1.5,1.5,1,34,17,17,50.0,0.998224
0.95,20,100,1.6,1.6,22,1.5,2.5,3.0,1.5,1.5,1,34,17,17,50.0,0.998224
0.95,20,100,1.6,1.6,22,1.5,2.5,4.0,1.5,1.5,1,34,17,17,50.0,0.998224
0.95,20,100,1.8,1.4,18,1.0,2.0,3.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,18,1.0,2.0,4.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,18,1.0,2.5,3.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,18,1.0,2.5,4.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,18,1.5,2.0,3.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,18,1.5,2.0,4.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,18,1.5,2.5,3.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,18,1.5,2.5,4.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,22,1.0,2.0,3.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,22,1.0,2.0,4.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,22,1.0,2.5,3.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,22,1.0,2.5,4.0,1.5,1.5,1,26,11,15,42.31,0.968138
0.95,20,100,1.8,1.4,22,1.5,2.0,3.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,22,1.5,2.0,4.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,22,1.5,2.5,3.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.4,22,1.5,2.5,4.0,1.5,1.5,1,26,11,15,42.31,0.948968
0.95,20,100,1.8,1.6,18,1.0,2.0,3.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,18,1.0,2.0,4.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,18,1.0,2.5,3.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,18,1.0,2.5,4.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,18,1.5,2.0,3.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,18,1.5,2.0,4.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,18,1.5,2.5,3.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,18,1.5,2.5,4.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,22,1.0,2.0,3.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,22,1.0,2.0,4.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,22,1.0,2.5,3.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,22,1.0,2.5,4.0,1.5,1.5,1,25,11,14,44.0,0.977031
0.95,20,100,1.8,1.6,22,1.5,2.0,3.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,22,1.5,2.0,4.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,22,1.5,2.5,3.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,100,1.8,1.6,22,1.5,2.5,4.0,1.5,1.5,1,25,11,14,44.0,0.957685
0.95,20,200,1.6,1.4,18,1.0,2.0,3.0,1.5,1.5,1,30,16,14,53.33,0.983824
0.95,20,200,1.6,1.4,18,1.0,2.0,4.0,1.5,1.5,1,30,16,14,53.33,0.983824
0.95,20,200,1.6,1.4,18,1.0,2.5,3.0,1.5,1.5,1,30,16,14,53.33,0.983824
0.95,20,200,1.6,1.4,18,1.0,2.5,4.0,1.5,1.5,1,30,16,14,53.33,0.983824
0.95,20,200,1.6,1.4,18,1.5,2.0,3.0,1.5,1.5,1,29,15,14,51.72,0.963333
0.95,20,200,1.6,1.4,18,1.5,2.0,4.0,1.5,1.5,1,29,15,14,51.72,0.963333
0.95,20,200,1.6,1.4,18,1.5,2.5,3.0,1.5,1.5,1,29,15,14,51.72,0.963333
0.95,20,200,1.6,1.4,18,1.5,2.5,4.0,1.5,1.5,1,29,15,14,51.72,0.963333
0.95,20,200,1.6,1.4,22,1.0,2.0,3.0,1.5,1.5,1,30,15,15,50.0,0.991545
0.95,20,200,1.6,1.4,22,1.0,2.0,4.0,1.5,1.5,1,30,15,15,50.0,0.991545
0.95,20,200,1.6,1.4,22,1.0,2.5,3.0,1.5,1.5,1,30,15,15,50.0,0.991545
0.95,20,200,1.6,1.4,22,1.0,2.5,4.0,1.5,1.5,1,30,15,15,50.0,0.991545
0.95,20,200,1.6,1.4,22,1.5,2.0,3.0,1.5,1.5,1,29,14,15,48.28,0.970893
0.95,20,200,1.6,1.4,22,1.5,2.0,4.0,1.5,1.5,1,29,14,15,48.28,0.970893
0.95,20,200,1.6,1.4,22,1.5,2.5,3.0,1.5,1.5,1,29,14,15,48.28,0.970893
0.95,20,200,1.6,1.4,22,1.5,2.5,4.0,1.5,1.5,1,29,14,15,48.28,0.970893
0.95,20,200,1.6,1.6,18,1.0,2.0,3.0,1.5,1.5,1,30,16,14,53.33,0.989303
0.95,20,200,1.6,1.6,18,1.0,2.0,4.0,1.5,1.5,1,30,16,14,53.33,0.989303
0.95,20,200,1.6,1.6,18,1.0,2.5,3.0,1.5,1.5,1,30,16,14,53.33,0.989303
0.95,20,200,1.6,1.6,18,1.0,2.5,4.0,1.5,1.5,1,30,16,14,53.33,0.989303
0.95,20,200,1.6,1.6,18,1.5,2.0,3.0,1.5,1.5,1,29,15,14,51.72,0.968698
0.95,20,200,1.6,1.6,18,1.5,2.0,4.0,1.5,1.5,1,29,15,14,51.72,0.968698
0.95,20,200,1.6,1.6,18,1.5,2.5,3.0,1.5,1.5,1,29,15,14,51.72,0.968698
0.95,20,200,1.6,1.6,18,1.5,2.5,4.0,1.5,1.5,1,29,15,14,51.72,0.968698
0.95,20,200,1.6,1.6,22,1.0,2.0,3.0,1.5,1.5,1,30,15,15,50.0,0.997067
0.95,20,200,1.6,1.6,22,1.0,2.0,4.0,1.5,1.5,1,30,15,15,50.0,0.997067
0.95,20,200,1.6,1.6,22,1.0,2.5,3.0,1.5,1.5,1,30,15,15,50.0,0.997067
0.95,20,200,1.6,1.6,22,1.0,2.5,4.0,1.5,1.5,1,30,15,15,50.0,0.997067
0.95,20,200,1.6,1.6,22,1.5,2.0,3.0,1.5,1.5,1,29,14,15,48.28,0.9763
0.95,20,200,1.6,1.6,22,1.5,2.0,4.0,1.5,1.5,1,29,14,15,48.28,0.9763
0.95,20,200,1.6,1.6,22,1.5,2.5,3.0,1.5,1.5,1,29,14,15,48.28,0.9763
0.95,20,200,1.6,1.6,22,1.5,2.5,4.0,1.5,1.5,1,29,14,15,48.28,0.9763
0.95,20,200,1.8,1.4,18,1.0,2.0,3.0,1.5,1.5,1,23,9,14,39.13,0.944811
0.95,20,200,1.8,1.4,18,1.0,2.0,4.0,1.5,1.5,1,23,9,14,39.13,0.944811
0.95,20,200,1.8,1.4,18,1.0,2.5,3.0,1.5,1.5,1,23,9,14,39.13,0.944811
0.95,20,200,1.8,1.4,18,1.0,2.5,4.0,1.5,1.5,1,23,9,14,39.13,0.944811
0.95,20,200,1.8,1.4,18,1.5,2.0,3.0,1.5,1.5,1,23,9,14,39.13,0.926103
0.95,20,200,1.8,1.4,18,1.5,2.0,4.0,1.5,1.5,1,23,9,14,39.13,0.926103
0.95,20,200,1.8,1.4,18,1.5,2.5,3.0,1.5,1.5,1,23,9,14,39.13,0.926103
0.95,20,200,1.8,1.4,18,1.5,2.5,4.0,1.5,1.5,1,23,9,14,39.13,0.926103
0.95,20,200,1.8,1.4,22,1.0,2.0,3.0,1.5,1.5,1,23,9,14,39.13,0.944309
0.95,20,200,1.8,1.4,22,1.0,2.0,4.0,1.5,1.5,1,23,9,14,39.13,0.944309
0.95,20,200,1.8,1.4,22,1.0,2.5,3.0,1.5,1.5,1,23,9,14,39.13,0.944309
0.95,20,200,1.8,1.4,22,1.0,2.5,4.0,1.5,1.5,1,23,9,14,39.13,0.944309
0.95,20,200,1.8,1.4,22,1.5,2.0,3.0,1.5,1.5,1,23,9,14,39.13,0.925611
0.95,20,200,1.8,1.4,22,1.5,2.0,4.0,1.5,1.5,1,23,9,14,39.13,0.925611
0.95,20,200,1.8,1.4,22,1.5,2.5,3.0,1.5,1.5,1,23,9,14,39.13,0.925611
0.95,20,200,1.8,1.4,22,1.5,2.5,4.0,1.5,1.5,1,23,9,14,39.13,0.925611
0.95,20,200,1.8,1.6,18,1.0,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.95349
0.95,20,200,1.8,1.6,18,1.0,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.95349
0.95,20,200,1.8,1.6,18,1.0,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.95349
0.95,20,200,1.8,1.6,18,1.0,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.95349
0.95,20,200,1.8,1.6,18,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.93461
0.95,20,200,1.8,1.6,18,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.93461
0.95,20,200,1.8,1.6,18,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.93461
0.95,20,200,1.8,1.6,18,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.93461
0.95,20,200,1.8,1.6,22,1.0,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.952983
0.95,20,200,1.8,1.6,22,1.0,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.952983
0.95,20,200,1.8,1.6,22,1.0,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.952983
0.95,20,200,1.8,1.6,22,1.0,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.952983
0.95,20,200,1.8,1.6,22,1.5,2.0,3.0,1.5,1.5,1,22,9,13,40.91,0.934113
0.95,20,200,1.8,1.6,22,1.5,2.0,4.0,1.5,1.5,1,22,9,13,40.91,0.934113
0.95,20,200,1.8,1.6,22,1.5,2.5,3.0,1.5,1.5,1,22,9,13,40.91,0.934113
0.95,20,200,1.8,1.6,22,1.5,2.5,4.0,1.5,1.5,1,22,9,13,40.91,0.934113
0.95,50,100,1.6,1.4,18,1.0,2.0,3.0,1.5,1.5,1,30,13,17,43.33,0.964798
0.95,50,100,1.6,1.4,18,1.0,2.0,4.0,1.5,1.5,1,30,13,17,43.33,0.964798
0.95,50,100,1.6,1.4,18,1.0,2.5,3.0,1.5,1.5,1,30,13,17,43.33,0.964798
0.95,50,100,1.6,1.4,18,1.0,2.5,4.0,1.5,1.5,1,30,13,17,43.33,0.964798
0.95,50,100,1.6,1.4,18,1.5,2.0,3.0,1.5,1.5,1,30,13,17,43.33,0.955629
0.95,50,100,1.6,1.4,18,1.5,2.0,4.0,1.5,1.5,1,30,13,17,43.33,0.955629
0.95,50,100,1.6,1.4,18,1.5,2.5,3.0,1.5,1.5,1,30,13,17,43.33,0.955629
0.95,50,100,1.6,1.4,18,1.5,2.5,4.0,1.5,1.5,1,30,13,17,43.33,0.955629
0.95,50,100,1.6,1.4,22,1.0,2.0,3.0,1.5,1.5,1,31,14,17,45.16,0.980346
0.95,50,100,1.6,1.4,22,1.0,2.0,4.0,1.5,1.5,1,31,14,17,45.16,0.980346
0.95,50,100,1.6,1.4,22,1.0,2.5,3.0,1.5,1.5,1,31,14,17,45.16,0.980346
0.95,50,100,1.6,1.4,22,1.0,2.5,4.0,1.5,1.5,1,31,14,17,45.16,0.980346
0.95,50,100,1.6,1.4,22,1.5,2.0,3.0,1.5,1.5,1,31,14,17,45.16,0.97103
0.95,50,100,1.6,1.4,22,1.5,2.0,4.0,1.5,1.5,1,31,14,17,45.16,0.97103
0.95,50,100,1.6,1.4,22,1.5,2.5,3.0,1.5,1.5,1,31,14,17,45.16,0.97103
0.95,50,100,1.6,1.4,22,1.5,2.5,4.0,1.5,1.5,1,31,14,17,45.16,0.97103
0.95,50,100,1.6,1.6,18,1.0,2.0,3.0,1.5,1.5,1,30,13,17,43.33,0.970171
0.95,50,100,1.6,1.6,18,1.0,2.0,4.0,1.5,1.5,1,30,13,17,43.33,0.970171
0.95,50,100,1.6,1.6,18,1.0,2.5,3.0,1.5,1.5,1,30,13,17,43.33,0.970171
0.95,50,100,1.6,1.6,18,1.0,2.5,4.0,1.5,1.5,1,30,13,17,43.33,0.970171
0.95,50,100,1.6,1.6,18,1.5,2.0,3.0,1.5,1.5,1,30,13,17,43.33,0.960951
0.95,50,100,1.6,1.6,18,1.5,2.0,4.0,1.5,1.5,1,30,13,17,43.33,0.960951
0.95,50,100,1.6,1.6,18,1.5,2.5,3.0,1.5,1.5,1,30,13,17,43.33,0.960951
0.95,50,100,1.6,1.6,18,1.5,2.5,4.0,1.5,1.5,1,30,13,17,43.33,0.960951
0.95,50,100,1.6,1.6,22,1.0,2.0,3.0,1.5,1.5,1,31,14,17,45.16,0.985806
0.95,50,100,1.6,1.6,22,1.0,2.0,4.0,1.5,1.5,1,31,14,17,45.16,0.985806
0.95,50,100,1.6,1.6,22,1.0,2.5,3.0,1.5,1.5,1,31,14,17,45.16,0.985806
0.95,50,100,1.6,1.6,22,1.0,2.5,4.0,1.5,1.5,1,31,14,17,45.16,0.985806
0.95,50,100,1.6,1.6,22,1.5,2.0,3.0,1.5,1.5,1,31,14,17,45.16,0.976438
0.95,50,100,1.6,1.6,22,1.5,2.0,4.0,1.5,1.5,1,31,14,17,45.16,0.976438
0.95,50,100,1.6,1.6,22,1.5,2.5,3.0,1.5,1.5,1,31,14,17,45.16,0.976438
0.95,50,100,1.6,1.6,22,1.5,2.5,4.0,1.5,1.5,1,31,14,17,45.16,0.976438
0.95,50,100,1.8,1.4,18,1.0,2.0,3.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,18,1.0,2.0,4.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,18,1.0,2.5,3.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,18,1.0,2.5,4.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,18,1.5,2.0,3.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,18,1.5,2.0,4.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,18,1.5,2.5,3.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,18,1.5,2.5,4.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,22,1.0,2.0,3.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,22,1.0,2.0,4.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,22,1.0,2.5,3.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,22,1.0,2.5,4.0,1.5,1.5,1,24,8,16,33.33,0.939868
0.95,50,100,1.8,1.4,22,1.5,2.0,3.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,22,1.5,2.0,4.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,22,1.5,2.5,3.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.4,22,1.5,2.5,4.0,1.5,1.5,1,24,8,16,33.33,0.921258
0.95,50,100,1.8,1.6,18,1.0,2.0,3.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,18,1.0,2.0,4.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,18,1.0,2.5,3.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,18,1.0,2.5,4.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,18,1.5,2.0,3.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,18,1.5,2.0,4.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,18,1.5,2.5,3.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,18,1.5,2.5,4.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,22,1.0,2.0,3.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,22,1.0,2.0,4.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,22,1.0,2.5,3.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,22,1.0,2.5,4.0,1.5,1.5,1,23,8,15,34.78,0.948502
0.95,50,100,1.8,1.6,22,1.5,2.0,3.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,22,1.5,2.0,4.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,22,1.5,2.5,3.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,100,1.8,1.6,22,1.5,2.5,4.0,1.5,1.5,1,23,8,15,34.78,0.92972
0.95,50,200,1.6,1.4,18,1.0,2.0,3.0,1.5,1.5,1,28,14,14,50.0,0.974409
0.95,50,200,1.6,1.4,18,1.0,2.0,4.0,1.5,1.5,1,28,14,14,50.0,0.974409
0.95,50,200,1.6,1.4,18,1.0,2.5,3.0,1.5,1.5,1,28,14,14,50.0,0.974409
0.95,50,200,1.6,1.4,18,1.0,2.5,4.0,1.5,1.5,1,28,14,14,50.0,0.974409
0.95,50,200,1.6,1.4,18,1.5,2.0,3.0,1.5,1.5,1,28,14,14,50.0,0.965149
0.95,50,200,1.6,1.4,18,1.5,2.0,4.0,1.5,1.5,1,28,14,14,50.0,0.965149
0.95,50,200,1.6,1.4,18,1.5,2.5,3.0,1.5,1.5,1,28,14,14,50.0,0.965149
0.95,50,200,1.6,1.4,18,1.5,2.5,4.0,1.5,1.5,1,28,14,14,50.0,0.965149
0.95,50,200,1.6,1.4,22,1.0,2.0,3.0,1.5,1.5,1,28,13,15,46.43,0.982055
0.95,50,200,1.6,1.4,22,1.0,2.0,4.0,1.5,1.5,1,28,13,15,46.43,0.982055
0.95,50,200,1.6,1.4,22,1.0,2.5,3.0,1.5,1.5,1,28,13,15,46.43,0.982055
0.95,50,200,1.6,1.4,22,1.0,2.5,4.0,1.5,1.5,1,28,13,15,46.43,0.982055
0.95,50,200,1.6,1.4,22,1.5,2.0,3.0,1.5,1.5,1,28,13,15,46.43,0.972723
0.95,50,200,1.6,1.4,22,1.5,2.0,4.0,1.5,1.5,1,28,13,15,46.43,0.972723
0.95,50,200,1.6,1.4,22,1.5,2.5,3.0,1.5,1.5,1,28,13,15,46.43,0.972723
0.95,50,200,1.6,1.4,22,1.5,2.5,4.0,1.5,1.5,1,28,13,15,46.43,0.972723
0.95,50,200,1.6,1.6,18,1.0,2.0,3.0,1.5,1.5,1,28,14,14,50.0,0.979835
0.95,50,200,1.6,1.6,18,1.0,2.0,4.0,1.5,1.5,1,28,14,14,50.0,0.979835
0.95,50,200,1.6,1.6,18,1.0,2.5,3.0,1.5,1.5,1,28,14,14,50.0,0.979835
0.95,50,200,1.6,1.6,18,1.0,2.5,4.0,1.5,1.5,1,28,14,14,50.0,0.979835
0.95,50,200,1.6,1.6,18,1.5,2.0,3.0,1.5,1.5,1,28,14,14,50.0,0.970524
0.95,50,200,1.6,1.6,18,1.5,2.0,4.0,1.5,1.5,1,28,14,14,50.0,0.970524
0.95,50,200,1.6,1.6,18,1.5,2.5,3.0,1.5,1.5,1,28,14,14,50.0,0.970524
0.95,50,200,1.6,1.6,18,1.5,2.5,4.0,1.5,1.5,1,28,14,14,50.0,0.970524
0.95,50,200,1.6,1.6,22,1.0,2.0,3.0,1.5,1.5,1,28,13,15,46.43,0.987524
0.95,50,200,1.6,1.6,22,1.0,2.0,4.0,1.5,1.5,1,28,13,15,46.43,0.987524
0.95,50,200,1.6,1.6,22,1.0,2.5,3.0,1.5,1.5,1,28,13,15,46.43,0.987524
0.95,50,200,1.6,1.6,22,1.0,2.5,4.0,1.5,1.5,1,28,13,15,46.43,0.987524
0.95,50,200,1.6,1.6,22,1.5,2.0,3.0,1.5,1.5,1,28,13,15,46.43,0.97814
0.95,50,200,1.6,1.6,22,1.5,2.0,4.0,1.5,1.5,1,28,13,15,46.43,0.97814
0.95,50,200,1.6,1.6,22,1.5,2.5,3.0,1.5,1.5,1,28,13,15,46.43,0.97814
0.95,50,200,1.6,1.6,22,1.5,2.5,4.0,1.5,1.5,1,28,13,15,46.43,0.97814
0.95,50,200,1.8,1.4,18,1.0,2.0,3.0,1.5,1.5,1,23,10,13,43.48,0.970914
0.95,50,200,1.8,1.4,18,1.0,2.0,4.0,1.5,1.5,1,23,10,13,43.48,0.970914
0.95,50,200,1.8,1.4,18,1.0,2.5,3.0,1.5,1.5,1,23,10,13,43.48,0.970914
0.95,50,200,1.8,1.4,18,1.0,2.5,4.0,1.5,1.5,1,23,10,13,43.48,0.970914
0.95,50,200,1.8,1.4,18,1.5,2.0,3.0,1.5,1.5,1,23,10,13,43.48,0.951689
0.95,50,200,1.8,1.4,18,1.5,2.0,4.0,1.5,1.5,1,23,10,13,43.48,0.951689
0.95,50,200,1.8,1.4,18,1.5,2.5,3.0,1.5,1.5,1,23,10,13,43.48,0.951689
0.95,50,200,1.8,1.4,18,1.5,2.5,4.0,1.5,1.5,1,23,10,13,43.48,0.951689
0.95,50,200,1.8,1.4,22,1.0,2.0,3.0,1.5,1.5,1,23,10,13,43.48,0.970398
0.95,50,200,1.8,1.4,22,1.0,2.0,4.0,1.5,1.5,1,23,10,13,43.48,0.970398
0.95,50,200,1.8,1.4,22,1.0,2.5,3.0,1.5,1.5,1,23,10,13,43.48,0.970398
0.95,50,200,1.8,1.4,22,1.0,2.5,4.0,1.5,1.5,1,23,10,13,43.48,0.970398
0.95,50,200,1.8,1.4,22,1.5,2.0,3.0,1.5,1.5,1,23,10,13,43.48,0.951183
0.95,50,200,1.8,1.4,22,1.5,2.0,4.0,1.5,1.5,1,23,10,13,43.48,0.951183
0.95,50,200,1.8,1.4,22,1.5,2.5,3.0,1.5,1.5,1,23,10,13,43.48,0.951183
0.95,50,200,1.8,1.4,22,1.5,2.5,4.0,1.5,1.5,1,23,10,13,43.48,0.951183
0.95,50,200,1.8,1.6,18,1.0,2.0,3.0,1.5,1.5,1,22,10,12,45.45,0.979832
0.95,50,200,1.8,1.6,18,1.0,2.0,4.0,1.5,1.5,1,22,10,12,45.45,0.979832
0.95,50,200,1.8,1.6,18,1.0,2.5,3.0,1.5,1.5,1,22,10,12,45.45,0.979832
0.95,50,200,1.8,1.6,18,1.0,2.5,4.0,1.5,1.5,1,22,10,12,45.45,0.979832
0.95,50,200,1.8,1.6,18,1.5,2.0,3.0,1.5,1.5,1,22,10,12,45.45,0.960431
