time,open,high,low,close,volume
1755391800,188.30000000,188.53000000,188.30000000,188.42000000,957.06500000
1755391860,188.42000000,188.56000000,188.42000000,188.49000000,412.05900000
1755391920,188.49000000,188.49000000,188.23000000,188.24000000,660.47800000
1755391980,188.23000000,188.30000000,188.18000000,188.18000000,718.65400000
1755392040,188.19000000,188.22000000,187.99000000,188.17000000,10968.90700000
1755392100,188.16000000,188.16000000,188.09000000,188.15000000,1274.22900000
1755392160,188.15000000,188.17000000,188.07000000,188.16000000,590.23100000
1755392220,188.17000000,188.24000000,188.11000000,188.11000000,709.48400000
1755392280,188.11000000,188.17000000,188.11000000,188.16000000,419.35500000
1755392340,188.15000000,188.16000000,188.10000000,188.16000000,336.75600000
1755392400,188.15000000,188.17000000,188.09000000,188.09000000,1422.45800000
1755392460,188.09000000,188.09000000,187.81000000,187.83000000,3129.67100000
1755392520,187.83000000,188.06000000,187.82000000,188.00000000,1273.58000000
1755392580,187.99000000,187.99000000,187.84000000,187.84000000,308.51900000
1755392640,187.85000000,187.87000000,187.81000000,187.83000000,647.62500000
1755392700,187.83000000,187.86000000,187.81000000,187.81000000,413.74700000
1755392760,187.80000000,187.84000000,187.70000000,187.72000000,1783.61900000
1755392820,187.72000000,187.76000000,187.56000000,187.56000000,2190.47700000
1755392880,187.57000000,187.63000000,187.47000000,187.61000000,4417.73400000
1755392940,187.62000000,187.77000000,187.62000000,187.76000000,887.95100000
1755393000,187.76000000,188.17000000,187.76000000,188.05000000,1484.94800000
1755393060,188.05000000,188.08000000,187.97000000,188.06000000,1007.87000000
1755393120,188.06000000,188.08000000,188.05000000,188.07000000,376.11100000
1755393180,188.07000000,188.15000000,188.06000000,188.14000000,910.49400000
1755393240,188.14000000,188.17000000,187.88000000,187.89000000,840.67100000
1755393300,187.88000000,187.92000000,187.62000000,187.62000000,1373.76200000
1755393360,187.61000000,187.84000000,187.57000000,187.58000000,3643.01000000
1755393420,187.59000000,187.61000000,187.52000000,187.53000000,552.09200000
1755393480,187.52000000,187.59000000,187.48000000,187.50000000,1269.06200000
1755393540,187.50000000,187.50000000,187.43000000,187.47000000,733.82900000
1755393600,187.47000000,187.60000000,187.44000000,187.49000000,9218.47300000
1755393660,187.49000000,187.52000000,187.48000000,187.49000000,242.98100000
1755393720,187.49000000,187.55000000,187.35000000,187.53000000,1986.66700000
1755393780,187.53000000,187.67000000,187.53000000,187.54000000,831.87000000
1755393840,187.55000000,187.67000000,187.49000000,187.67000000,1835.84500000
1755393900,187.67000000,187.81000000,187.67000000,187.80000000,599.28500000
1755393960,187.81000000,187.85000000,187.75000000,187.85000000,456.57100000
1755394020,187.85000000,187.91000000,187.85000000,187.88000000,591.84500000
1755394080,187.87000000,187.87000000,187.78000000,187.86000000,696.50300000
1755394140,187.86000000,187.87000000,187.72000000,187.72000000,430.00100000
1755394200,187.73000000,187.73000000,187.64000000,187.72000000,1332.39900000
1755394260,187.72000000,188.00000000,187.72000000,188.00000000,1070.60800000
1755394320,188.00000000,188.11000000,187.99000000,188.06000000,1201.99700000
